state	year	county	precinct	g2012_USP_rv	g2012_USP_dv	g2012_USP_tv	cd	g2012_USH_rv	g2012_USH_tv	g2012_USH_dv	cd2	g2012_USH_rv2	g2012_USH_tv2	g2012_USH_dv2	ld	ld2	ld3	ld4	ld5	ld6	ld7	ld8	ld9	ld10	g2012_STH_dv	g2012_STH_dv10	g2012_STH_dv2	g2012_STH_dv3	g2012_STH_dv4	g2012_STH_dv5	g2012_STH_dv6	g2012_STH_dv7	g2012_STH_dv8	g2012_STH_dv9	g2012_STH_rv	g2012_STH_rv10	g2012_STH_rv2	g2012_STH_rv3	g2012_STH_rv4	g2012_STH_rv5	g2012_STH_rv6	g2012_STH_rv7	g2012_STH_rv8	g2012_STH_rv9	g2012_STH_tv	g2012_STH_tv10	g2012_STH_tv2	g2012_STH_tv3	g2012_STH_tv4	g2012_STH_tv5	g2012_STH_tv6	g2012_STH_tv7	g2012_STH_tv8	g2012_STH_tv9	sd	g2012_STS_rv	g2012_STS_dv	g2012_STS_tv	sd2	g2012_STS_rv2	g2012_STS_dv2	g2012_STS_tv2	g2012_USS_rv	g2012_USS_dv	g2012_USS_tv
"TN"	2012	"SHELBY County"	"Germantown 11"	2544	533	3096	8	2486	2963	430					95																				2533										2533																		2630	339	3031
"TN"	2012	"SHELBY County"	"Germantown 12"	666	137	809	8	639	772	122					95																				650										650																		692	90	794
"TN"	2012	"SHELBY County"	"Lakeland 01"	3581	780	4395	8	3407	4165	673					99																				3676										3676										32	3691		3691					3596	571	4268
"TN"	2012	"SHELBY County"	"Lakeland 02"	1291	458	1769	8	1222	1658	388					99																				1377										1377										32	1385		1385					1309	345	1711
"TN"	2012	"SHELBY County"	"Lucy 01"	448	173	625	9	421	615	191					86										167										382										549																		450	135	601
"TN"	2012	"SHELBY County"	"Lucy 03"	495	661	1167	9	517	1151	624					86										623										459										1082																		558	529	1123
"TN"	2012	"SHELBY County"	"McConnell's"	648	1383	2044	9	719	1997	1258					86	88									1300		0								571		0								1871		0																736	1102	1930
"TN"	2012	"SHELBY County"	"Memphis 01"	875	1489	2389	9	879	2357	1453					86										1314										842										2156																		1037	1088	2220
"TN"	2012	"SHELBY County"	"Memphis 02"	723	1418	2187	9	697	2139	1422					86	90									1168		108								672										1840		108																923	1006	2042
"TN"	2012	"SHELBY County"	"Memphis 11"	30	1484	1521	9	131	1463	1308					90										1215																				1215										30		1138	1138					133	1107	1323
"TN"	2012	"SHELBY County"	"Memphis 12"	22	604	630	9	73	614	537					90	86									299		224										23								299		247																79	447	548
"TN"	2012	"SHELBY County"	"Memphis 13"	5	1331	1338	9	104	1284	1164					90										1088																				1088										30		1035	1035					94	984	1139
"TN"	2012	"SHELBY County"	"Memphis 16-1"	939	1600	2603	9	829	2573	1726					90										1614																				1614																		1199	1048	2442
"TN"	2012	"SHELBY County"	"Memphis 16-3"	538	1293	1869	9	517	1833	1303					90										1256																				1256																		685	923	1748
"TN"	2012	"SHELBY County"	"Memphis 17"	220	797	1045	9	216	1018	788					90										741																				741																		324	561	959
"TN"	2012	"SHELBY County"	"Memphis 20-1"	650	1400	2091	9	566	2057	1478					88	90									840		481								371										1211		481								30		1549	1549					905	905	1976
"TN"	2012	"SHELBY County"	"Memphis 20-3"	105	2270	2396	9	256	2324	2040					88	90									1723		145								139										1862		145								30		1881	1881					265	1678	2086
"TN"	2012	"SHELBY County"	"Memphis 21"	49	1754	1817	9	184	1746	1544					90	88									1111		339										16								1111		355								30		1407	1407					134	1310	1565
"TN"	2012	"SHELBY County"	"Memphis 22"	10	501	511	9	57	486	422					86										410										19										429																		39	350	422
"TN"	2012	"SHELBY County"	"Memphis 26"	24	1898	1926	9	147	1873	1699					86	90	91								1082		431	54							34										1116		431	54															161	1437	1701
"TN"	2012	"SHELBY County"	"Memphis 28"	417	774	1223	9	387	1206	808					90	91									538		257																		538		257																561	508	1156
"TN"	2012	"SHELBY County"	"Memphis 29-1"	126	769	918	9	132	908	768					91										702																				702																		187	578	842
"TN"	2012	"SHELBY County"	"Memphis 29-2"	1	605	612	9	50	587	528					93	90									452		8																		452		8																37	457	529
"TN"	2012	"SHELBY County"	"Memphis 31-2"	206	1412	1650	9	252	1616	1353					90	91	86								744		404	95										4							744		404	99															329	1040	1510
"TN"	2012	"SHELBY County"	"Memphis 31-4"	8	1029	1042	9	58	1034	953					91	86	90								459		355	80									10								459		365	80															85	803	936
"TN"	2012	"SHELBY County"	"Memphis 33"	150	405	572	9	149	563	407					90										394																				394																		188	298	536
"TN"	2012	"SHELBY County"	"Memphis 34-2"	19	1626	1653	9	145	1603	1426					90	86									1134		165										4								1134		169																141	1179	1426
"TN"	2012	"SHELBY County"	"Memphis 36-1"	306	724	1058	9	285	1038	742					90	98									618		91																		618		91								30		767	767					458	437	980
"TN"	2012	"SHELBY County"	"Memphis 36-2"	101	1041	1155	9	132	1126	977					90	98									570		373																		570		373								30		935	935					185	775	1045
"TN"	2012	"SHELBY County"	"Memphis 36-3"	119	603	734	9	116	722	601					90	98									304		262																		304		262								30		586	586					168	451	684
"TN"	2012	"SHELBY County"	"Memphis 37"	7	576	585	9	54	567	497					93										454																				454										30		436	436					47	433	500
"TN"	2012	"SHELBY County"	"Memphis 38-2"	44	536	584	9	84	574	477					93										461																				461										30		463	463					72	431	534
"TN"	2012	"SHELBY County"	"Memphis 40-1"	4	347	353	9	30	339	305					90										293																				293										30		276	276					28	256	293
"TN"	2012	"SHELBY County"	"Memphis 40-2"	12	732	749	9	59	723	659					90										608																				608										30		578	578					47	545	626
"TN"	2012	"SHELBY County"	"Memphis 41-1"	4	787	795	9	65	769	695					98										584																				584										30		614	614					48	608	700
"TN"	2012	"SHELBY County"	"Memphis 41-3"	29	2157	2194	9	196	2156	1943					93	90	98								776		581	409																	776		581	409							30		1780	1780					193	1606	1906
"TN"	2012	"SHELBY County"	"Memphis 42-1"	2	731	737	9	50	712	656					98										564																				564										30		605	605					58	542	631
"TN"	2012	"SHELBY County"	"Memphis 43-2"	9	821	832	9	71	813	728					98										681																				681										30		707	707					55	670	750
"TN"	2012	"SHELBY County"	"Memphis 44-1"	603	517	1142	9	538	1118	572					93	91									593		31																		593		31																669	361	1078
"TN"	2012	"SHELBY County"	"Memphis 44-2"	942	390	1344	9	836	1321	475					91	93									499		88																		499		88																1036	226	1301
"TN"	2012	"SHELBY County"	"Memphis 44-3"	501	266	773	9	301	572	264	8	146	168	22	91	93									180		173																		180		173																565	162	751
"TN"	2012	"SHELBY County"	"Memphis 44-5"	599	1385	1999	9	589	1961	1360					93										1250																				1250																		750	968	1814
"TN"	2012	"SHELBY County"	"Memphis 45-1"	725	873	1614	9	677	1590	904					90	93									780		168																		780		168																833	607	1520
"TN"	2012	"SHELBY County"	"Memphis 45-2"	29	794	827	9	78	815	731					93										644																				644																		82	633	754
"TN"	2012	"SHELBY County"	"Memphis 45-4"	675	908	1617	9	656	1599	925					93										981																				981																		825	631	1550
"TN"	2012	"SHELBY County"	"Memphis 46-1"	183	312	501	9	123	413	288	8	57	74	14	93	91									208		97																		208		97																232	212	462
"TN"	2012	"SHELBY County"	"Memphis 46-2"	366	426	830	9	341	822	468					93	91									290		198																		290		198																413	295	781
"TN"	2012	"SHELBY County"	"Memphis 47"	26	2611	2641	9	170	2565	2376					93	91									1258		839																		1258		839																183	1957	2249
"TN"	2012	"SHELBY County"	"Memphis 48"	11	931	945	9	68	922	839					91	86									770		10										0								770		10																96	691	846
"TN"	2012	"SHELBY County"	"Memphis 49"	14	2423	2446	9	137	2402	2243					91	86									1438		627										25								1438		652																167	1857	2139
"TN"	2012	"SHELBY County"	"Memphis 50-1"	10	1018	1033	9	89	1004	905					86	90									491		382								15										506		382																92	757	899
"TN"	2012	"SHELBY County"	"Memphis 50-2"	13	1946	1968	9	163	1933	1746					86	90	91								905		732	1							39										944		732	1															154	1482	1746
"TN"	2012	"SHELBY County"	"Memphis 52-1"	11	644	657	9	43	642	590					93										516																				516										30		512	512					49	480	565
"TN"	2012	"SHELBY County"	"Memphis 52-2"	19	632	652	9	70	631	553					90	93									321		209																		321		209								30		531	531					72	475	581
"TN"	2012	"SHELBY County"	"Memphis 52-3"	36	657	696	9	82	683	595					93										532																				532										30		539	539					80	496	615
"TN"	2012	"SHELBY County"	"Memphis 53-1"	747	1155	1933	9	780	1880	1074					93	98									956		234																		956		234								30		1289	1289					841	813	1772
"TN"	2012	"SHELBY County"	"Memphis 53-2"	308	253	568	9	291	556	263					98										322																				322										30		365	365					344	184	539
"TN"	2012	"SHELBY County"	"Memphis 53-3"	324	217	549	9	295	541	236					98										296																				296										30		351	351					334	158	519
"TN"	2012	"SHELBY County"	"Memphis 54"	794	555	1374	9	721	1353	619					93	98									686		42																		686		42								30		819	819					853	400	1306
"TN"	2012	"SHELBY County"	"Memphis 55-1"	675	266	960	8	385	495	100	9	240	423	179	97																				698										698																		741	168	930
"TN"	2012	"SHELBY County"	"Memphis 55-2"	1028	414	1466	8	994	1343	314					97																				1083										1083																		1138	233	1420
"TN"	2012	"SHELBY County"	"Memphis 56-1"	375	150	532	8	359	493	123					83																				390										390																		398	95	522
"TN"	2012	"SHELBY County"	"Memphis 56-3"	329	209	547	9	289	533	241					85	87									145		112																		145		112																358	132	511
"TN"	2012	"SHELBY County"	"Memphis 57"	1592	481	2087	8	1536	1917	359					97																				1555										1555																		1729	262	2022
"TN"	2012	"SHELBY County"	"Memphis 58-1"	309	1603	1933	9	369	1897	1508					93										1427																				1427																		413	1269	1792
"TN"	2012	"SHELBY County"	"Memphis 58-4"	386	1781	2186	9	484	2146	1635					91	93	87								861		537	208																	861		537	208															524	1391	2011
"TN"	2012	"SHELBY County"	"Memphis 59-1"	39	2039	2085	9	159	2054	1872					93										1635																				1635																		179	1596	1857
"TN"	2012	"SHELBY County"	"Memphis 59-5"	37	2053	2091	9	152	2029	1861					93	91									1152		503																		1152		503																179	1559	1830
"TN"	2012	"SHELBY County"	"Memphis 60-1"	12	608	620	9	45	595	548					91										527																				527																		49	468	545
"TN"	2012	"SHELBY County"	"Memphis 60-2"	15	443	459	9	54	446	390					91										375																				375																		46	346	415
"TN"	2012	"SHELBY County"	"Memphis 60-3"	11	1016	1033	9	64	1002	923					91										886																				886																		72	782	895
"TN"	2012	"SHELBY County"	"Memphis 60-4"	4	430	435	9	35	424	384					91										367																				367																		21	345	392
"TN"	2012	"SHELBY County"	"Memphis 60-5"	53	1024	1079	9	135	1060	908					84	87									799		45																		799		45																113	819	983
"TN"	2012	"SHELBY County"	"Memphis 60-6"	14	856	875	9	70	860	782					91										743																				743																		64	670	773
"TN"	2012	"SHELBY County"	"Memphis 60-7"	115	2910	3031	9	326	2977	2609					84	85									2225		235																		2225		235																305	2345	2784
"TN"	2012	"SHELBY County"	"Memphis 60-8"	33	582	622	9	58	600	534					91										526																				526																		59	439	538
"TN"	2012	"SHELBY County"	"Memphis 60-9"	1	432	439	9	41	420	369					91										357																				357																		34	320	369
"TN"	2012	"SHELBY County"	"Memphis 61"	7	819	829	9	45	808	752					93										680																				680																		38	642	727
"TN"	2012	"SHELBY County"	"Memphis 62"	228	369	606	9	228	589	355					98										364																				364										30		416	416					265	255	559
"TN"	2012	"SHELBY County"	"Memphis 63-2"	524	353	886	9	413	701	284	8	68	148	76	97																				540										540										30		539	539					544	254	828
"TN"	2012	"SHELBY County"	"Memphis 64"	1582	766	2378	8	1521	2187	619					83																				1726										1726																		1753	454	2283
"TN"	2012	"SHELBY County"	"Memphis 65-1"	842	431	1293	9	718	1265	534					87	91									529		43																		529		43																906	268	1218
"TN"	2012	"SHELBY County"	"Memphis 66"	1243	1303	2599	9	1165	2576	1366					87	85	84								1337		101	57																	1337		101	57															1377	980	2488
"TN"	2012	"SHELBY County"	"Memphis 67-1"	1118	551	1711	9	1014	1682	648					84	85									546		279																		546		279																1184	388	1633
"TN"	2012	"SHELBY County"	"Memphis 67-3"	1113	422	1552	9	987	1537	541					85	84									415		262																		415		262																1181	278	1497
"TN"	2012	"SHELBY County"	"Memphis 68-1"	960	553	1537	8	884	1353	424	9	21	28	7	83																				1038										1038										30		870	870					1047	350	1458
"TN"	2012	"SHELBY County"	"Memphis 68-3"	1594	658	2279	8	1524	2084	524					83																				1620										1620																		1734	386	2190
"TN"	2012	"SHELBY County"	"Memphis 69-1"	118	575	697	9	157	680	505					86										497										89										586																		160	437	640
"TN"	2012	"SHELBY County"	"Memphis 69-2"	78	326	410	9	105	401	287					86										270										72										342																		111	250	380
"TN"	2012	"SHELBY County"	"Memphis 70-1"	102	785	895	9	146	875	716					88	86									376		293								67		38								443		331								30		720	720					158	632	839
"TN"	2012	"SHELBY County"	"Memphis 70-2"	73	748	824	9	127	791	650					88	86									531		106								74		5								605		111								30		660	660					112	581	740
"TN"	2012	"SHELBY County"	"Memphis 70-3"	58	1016	1078	9	135	1039	888					86										847										52										899										30		851	851					111	808	962
"TN"	2012	"SHELBY County"	"Memphis 71-3"	30	1066	1098	9	94	1079	975					88										908										53										961										30		932	932					106	856	995
"TN"	2012	"SHELBY County"	"Memphis 71-4"	137	1978	2121	9	227	2077	1824					88	86									1568		135								108		17								1676		152								30		1755	1755					219	1594	1898
"TN"	2012	"SHELBY County"	"Memphis 72-1"	133	1421	1562	9	215	1514	1285					88										1245										129										1374										30		1279	1279					207	1139	1408
"TN"	2012	"SHELBY County"	"Memphis 72-3"	130	1718	1855	9	234	1808	1555					88										1469										151										1620										30		1511	1511					210	1388	1668
"TN"	2012	"SHELBY County"	"Memphis 72-7"	272	1880	2167	9	352	2127	1746					90	98									1524		235																		1524		235								30		1786	1786					408	1521	2012
"TN"	2012	"SHELBY County"	"Memphis 73-1"	52	363	415	9	65	406	334					91	87									321		9																		321		9																68	299	384
"TN"	2012	"SHELBY County"	"Memphis 73-3"	150	2278	2436	9	269	2389	2091					91										1971																				1971																		271	1876	2252
"TN"	2012	"SHELBY County"	"Memphis 73-4"	32	848	880	9	98	864	758					87										704																				704																		85	701	824
"TN"	2012	"SHELBY County"	"Memphis 74-1"	278	2147	2437	9	416	2396	1954					87	84	85								1011		802	50																	1011		802	50															418	1765	2275
"TN"	2012	"SHELBY County"	"Memphis 74-2"	202	2386	2595	9	293	2548	2225					87										2054																				2054																		320	2009	2440
"TN"	2012	"SHELBY County"	"Memphis 74-4"	41	349	390	9	64	381	313					84										307																				307																		68	274	356
"TN"	2012	"SHELBY County"	"Memphis 74-5"	255	1686	1948	9	336	1921	1556					87										1474																				1474																		363	1372	1816
"TN"	2012	"SHELBY County"	"Memphis 74-6"	126	107	234	9	121	228	107					85	84									118		0																		118		0																146	72	221
"TN"	2012	"SHELBY County"	"Memphis 74-9"	63	1253	1323	9	139	1297	1142					87	84									686		398																		686		398																124	1043	1231
"TN"	2012	"SHELBY County"	"Memphis 75-1"	13	1765	1787	9	128	1750	1592					91	86									790		702										21								790		723																137	1369	1583
"TN"	2012	"SHELBY County"	"Memphis 75-11"	20	2963	2992	9	180	2938	2716					86	85									1274		1193								27										1301		1193																195	2318	2639
"TN"	2012	"SHELBY County"	"Memphis 75-6"	16	2326	2350	9	158	2284	2097					85	91	87								1887		1	0																	1887		1	0															156	1774	2055
"TN"	2012	"SHELBY County"	"Memphis 75-7"	15	1986	2014	9	159	1967	1783					91	86	85								1411		122	77									6								1411		128	77															140	1506	1753
"TN"	2012	"SHELBY County"	"Memphis 76-4"	33	1997	2040	9	114	2000	1861					87	91	85								1197		214	172																	1197		214	172															150	1599	1829
"TN"	2012	"SHELBY County"	"Memphis 76-5"	21	1685	1711	9	140	1670	1516					85										1394																				1394																		116	1321	1511
"TN"	2012	"SHELBY County"	"Memphis 76-6"	24	1969	2002	9	160	1973	1791					85	87									959		621																		959		621																134	1562	1775
"TN"	2012	"SHELBY County"	"Memphis 77-1"	70	2700	2779	9	241	2738	2470					91										2334																				2334																		244	2135	2502
"TN"	2012	"SHELBY County"	"Memphis 77-2"	15	739	754	9	62	740	669					87	85									486		97																		486		97																66	586	674
"TN"	2012	"SHELBY County"	"Memphis 77-3"	87	2086	2176	9	199	2145	1918					87	91									1236		525																		1236		525																221	1679	2023
"TN"	2012	"SHELBY County"	"Memphis 78-3"	44	1655	1703	9	140	1667	1500					87	91									1288		84																		1288		84																143	1341	1547
"TN"	2012	"SHELBY County"	"Memphis 79-1"	29	1615	1645	9	142	1601	1440					87										1294																				1294																		129	1276	1482
"TN"	2012	"SHELBY County"	"Memphis 79-2"	79	2056	2140	9	171	2110	1916					87	85									1373		333																		1373		333																206	1675	1954
"TN"	2012	"SHELBY County"	"Memphis 79-3"	88	2549	2644	9	220	2607	2357					85										2194																				2194																		244	2092	2440
"TN"	2012	"SHELBY County"	"Memphis 79-7"	36	1611	1652	9	122	1622	1481					87										1335																				1335																		136	1315	1513
"TN"	2012	"SHELBY County"	"Memphis 79-8"	62	1982	2056	9	204	2005	1780					87	84									1077		527																		1077		527																178	1569	1832
"TN"	2012	"SHELBY County"	"Memphis 80-2"	1619	912	2550	8	1526	2315	747					83																				1737										1737																		1770	588	2425
"TN"	2012	"SHELBY County"	"Memphis 81-1"	1508	868	2400	8	1260	1697	411	9	178	540	354	83	85											390								1370										1370		390								30		1382	1382					1650	592	2308
"TN"	2012	"SHELBY County"	"Memphis 81-2"	424	440	875	9	384	865	474					85	84									481		0																		481		0																482	326	834
"TN"	2012	"SHELBY County"	"Memphis 81-3"	1374	509	1900	8	1248	1678	394	9	46	84	38	83																				1438										1438																		1452	328	1828
"TN"	2012	"SHELBY County"	"Memphis 81-4"	396	143	543	8	383	513	122					83																				409										409																		418	102	531
"TN"	2012	"SHELBY County"	"Memphis 81-5"	440	1233	1680	9	416	1649	1218					83																				717										717																		515	1018	1582
"TN"	2012	"SHELBY County"	"Memphis 81-7"	800	1413	2237	9	775	2202	1398					83	85											114								1021										1021		114																918	1097	2092
"TN"	2012	"SHELBY County"	"Memphis 82-1"	6	936	946	9	63	916	840					86										808										16										824																		69	696	809
"TN"	2012	"SHELBY County"	"Memphis 82-2"	62	639	704	9	93	690	591					86										586										46										632																		95	509	631
"TN"	2012	"SHELBY County"	"Memphis 82-3"	7	1066	1076	9	70	1051	976					86										942										22										964																		70	829	951
"TN"	2012	"SHELBY County"	"Memphis 83"	64	732	796	9	91	782	681					98										618																				618										30		649	649					108	577	716
"TN"	2012	"SHELBY County"	"Memphis 84-1"	153	769	929	9	182	907	711					98										707																				707										30		739	739					193	627	856
"TN"	2012	"SHELBY County"	"Memphis 84-2"	40	687	730	9	70	717	640					98	88									364		237										11								364		248								30		619	619					78	556	657
"TN"	2012	"SHELBY County"	"Memphis 86"	411	2450	2879	9	503	2836	2304					98										2299																				2299										30		2353	2353					547	2058	2699
"TN"	2012	"SHELBY County"	"Memphis 87-1"	302	1028	1342	9	333	1310	958					98										972																				972										30		1019	1019					383	817	1241
"TN"	2012	"SHELBY County"	"Memphis 87-3"	479	1293	1779	9	477	1728	1235	8	2	18	16	98	88									810		429										161								810		590								30		1359	1359					538	1081	1674
"TN"	2012	"SHELBY County"	"Memphis 88-2"	280	994	1280	9	301	1266	959					88										871										264										1135										32	509		509					337	816	1199
"TN"	2012	"SHELBY County"	"Memphis 88-3"	429	1811	2262	9	553	2214	1636					98	97									1216												291								1216		291								30		1753	1753					531	1481	2101
"TN"	2012	"SHELBY County"	"Memphis 88-4"	108	731	842	9	157	828	658					98										680																				680										30		677	677					152	617	791
"TN"	2012	"SHELBY County"	"Memphis 88-5"	49	295	346	9	71	344	271					98										283																				283										30		287	287					62	246	321
"TN"	2012	"SHELBY County"	"Memphis 89-1"	252	484	753	9	268	741	463					97																				384										384																		290	384	716
"TN"	2012	"SHELBY County"	"Memphis 89-2"	747	1169	1932	9	771	1902	1119					83	97	96																		677		368	0							677		368	0															812	951	1841
"TN"	2012	"SHELBY County"	"Memphis 90-1"	42	236	278	9	57	272	211					88										209										36										245										30		231	231					53	192	255
"TN"	2012	"SHELBY County"	"Memphis 90-2"	167	2258	2432	9	349	2378	1998					98	88									1401		580										44								1401		624								30		2029	2029					293	1834	2237
"TN"	2012	"SHELBY County"	"Memphis 90-3"	55	1175	1234	9	148	1213	1055					98										1030																				1030										30		1019	1019					110	919	1074
"TN"	2012	"SHELBY County"	"Memphis 91-1"	1734	1306	3066	9	1626	2991	1326					96	97																			1817		112								1817		112																1819	1019	2931
"TN"	2012	"SHELBY County"	"Memphis 91-2"	1417	1197	2638	9	1355	2587	1207					96																				1663										1664																		1499	969	2539
"TN"	2012	"SHELBY County"	"Memphis 92-1"	49	951	1003	9	96	978	872					84	87									590		193																		590		193																100	786	926
"TN"	2012	"SHELBY County"	"Memphis 93-1"	111	2073	2184	9	218	2147	1913					85	84									1549		240																		1549		240																231	1733	2033
"TN"	2012	"SHELBY County"	"Memphis 93-3"	366	1305	1674	9	413	1634	1209					85	84	87								793		339	13																	793		339	13															425	1103	1576
"TN"	2012	"SHELBY County"	"Memphis 94-2"	72	986	1061	9	142	1048	896					84										866																				866																		141	818	1004
"TN"	2012	"SHELBY County"	"Memphis 94-3"	103	1444	1553	9	196	1531	1323					84										1251																				1251																		198	1211	1455
"TN"	2012	"SHELBY County"	"Memphis 94-5"	84	1189	1276	9	145	1260	1104					84	85									836		210																		836		210																151	1003	1192
"TN"	2012	"SHELBY County"	"Memphis 94-6"	90	1451	1542	9	161	1530	1351					84										1287																				1287																		166	1249	1466
"TN"	2012	"SHELBY County"	"Memphis 94-7"	135	1977	2121	9	273	2093	1788					84										1751																				1751																		259	1676	1994
"TN"	2012	"SHELBY County"	"Memphis 94-8"	223	2018	2248	9	307	2214	1881					84	85									927		883																		927		883																322	1707	2105
"TN"	2012	"SHELBY County"	"Memphis 95-1"	623	569	1210	9	584	1193	591					97																				786										786																		672	445	1163
"TN"	2012	"SHELBY County"	"Memphis 95-2"	586	737	1335	9	578	1319	724					97																				740										740																		612	623	1274
"TN"	2012	"SHELBY County"	"Memphis 95-3"	350	308	664	9	307	655	330					97																				421										421																		373	245	644
"TN"	2012	"SHELBY County"	"Memphis 95-5"	1261	871	2155	9	1197	2124	907					96																				1414										1417																		1347	689	2086
"TN"	2012	"SHELBY County"	"Memphis 95-6"	912	743	1677	9	876	1645	751					96																				1072										1072																		949	601	1599
"TN"	2012	"SHELBY County"	"Memphis 95-7"	904	848	1772	9	863	1729	847					96																				1083										1083																		957	684	1694
"TN"	2012	"SHELBY County"	"Memphis 95-8"	1469	1422	2906	9	1415	2856	1408					96																				1768										1770																		1594	1135	2792
"TN"	2012	"SHELBY County"	"Memphis 96-1"	893	1077	1983	9	889	1944	1041					97																				1164										1164																		956	887	1892
"TN"	2012	"SHELBY County"	"Millington 01"	2078	1074	3182	9	1984	3116	1097					86	99									1101										1734		27								2835		27																2135	825	3039
"TN"	2012	"SHELBY County"	"Millington 02"	1801	1394	3229	9	1528	2734	1170	8	193	413	210	99	86											0								2179		0								2179		0																1904	1112	3112
"TN"	2012	"SHELBY County"	"Morning Sun 01"	1135	2032	3183	9	766	1854	1069	8	358	1230	846	96																				1748										1749																		1231	1752	3058
"TN"	2012	"SHELBY County"	"Morning Sun 02"	1160	679	1860	8	1129	1770	609					96	95	97																		722		412	174							724		412	174															1197	550	1797
"TN"	2012	"SHELBY County"	"Ross 01"	95	1115	1213	9	144	1202	1046					84	85									862		151																		862		151																162	956	1152
"TN"	2012	"SHELBY County"	"Ross 05"	237	2585	2829	9	325	2783	2429					84	85									2016		336																		2016		336																366	2212	2661
"TN"	2012	"SHELBY County"	"Ross 13"	150	2210	2365	9	258	2347	2067					85	84									1283		722																		1283		722																275	1924	2259
"TN"	2012	"SHELBY County"	"Ross 14"	132	2250	2391	9	223	2363	2117					85										2073																				2073																		227	1981	2260
"TN"	2012	"SHELBY County"	"Ross 15"	158	1612	1773	9	215	1743	1504					85										1502																				1502																		240	1400	1691
"TN"	2012	"SHELBY County"	"Ross 16"	231	3137	3375	9	354	3327	2948					84	85									1779		1052																		1779		1052																388	2703	3173
"TN"	2012	"SHELBY County"	"Stewartville"	1865	732	2619	8	1779	2474	623	9	0	0	0	99																				1984										1984										32	2006		2006					1898	564	2533
"TN"	2012	"SMITH County"	"01 Defeated"	284	119	417	6	292	366						40										139										267										406																		285	73	386
"TN"	2012	"SMITH County"	"02 Tanglewood"	240	141	388	6	217	286						40										157										207										364																		229	82	326
"TN"	2012	"SMITH County"	"03 New Middleton"	355	150	517	6	357	448						40										158										332										490																		346	107	471
"TN"	2012	"SMITH County"	"04 Rock City"	295	148	453	6	284	367						40										163										261										424																		286	107	409
"TN"	2012	"SMITH County"	"05 Gordonsville"	335	175	521	6	327	431						40										181										314										495																		328	122	474
"TN"	2012	"SMITH County"	"06 Carthage"	135	146	290	6	159	220						40										139										143										282																		144	98	256
"TN"	2012	"SMITH County"	"07 South Carthage"	203	124	329	6	196	261						40										120										190										310																		193	89	296
"TN"	2012	"SMITH County"	"08 Elmwood"	222	153	386	6	211	305						40										161										204										365																		227	110	352
"TN"	2012	"SMITH County"	"Absentee"	2426	1314	3786	6	2274	3048						40										1469										2154										3623																		2365	929	3420
"TN"	2012	"STEWART County"	"1-1 Indian Mound"	410	226	645	7	387	560	136					75										213										331										581										22	324	265	589					403	163	602
"TN"	2012	"STEWART County"	"2-1 Big Rock"	384	203	598	7	371	542	136					75										189										316										543										22	329	248	577					384	170	581
"TN"	2012	"STEWART County"	"3-1 Bumpus Mills"	389	206	599	7	382	541	128					75										188										317										553										22	335	227	562					383	153	563
"TN"	2012	"STEWART County"	"4-1 Church Street"	375	297	685	7	353	580	195					75										276										295										633										22	296	339	635					378	221	633
"TN"	2012	"STEWART County"	"5-1 Visitors Center"	416	358	786	7	429	684	210					75										314										364										741										22	353	372	725					448	252	737
"TN"	2012	"STEWART County"	"6-1 Public Library"	446	340	800	7	432	697	223					75										326										364										747										22	359	374	733					464	252	744
"TN"	2012	"STEWART County"	"7-1 Cumberland City"	408	309	728	7	389	647	221					75										266										348										657										22	338	356	694					411	251	700
"TN"	2012	"STEWART County"	"Absentee"	135	130	274	7	137	231	88					75										121										124										249										22	115	133	248					140	94	241
"TN"	2012	"SULLIVAN County"	"10A"	2450	803	3298	1	2473	3168	609					2										914										2204										3118										4	2628		2628					2466	574	3150
"TN"	2012	"SULLIVAN County"	"10B"	1280	454	1752	1	1268	1671	341					1																				1399										1399										4	1386		1386					1243	345	1645
"TN"	2012	"SULLIVAN County"	"11A"	2904	1570	4552	1	2984	4316	1178					2										1644										2616										4260										4	3360		3360					2961	1164	4301
"TN"	2012	"SULLIVAN County"	"11B"	1049	656	1745	1	1073	1659	510					2										681										963										1644										4	1269		1269					1067	492	1635
"TN"	2012	"SULLIVAN County"	"1A"	1351	488	1865	1	1332	1775	379					1	3											178								931		477								931		681								4	1491		1491					1312	397	1779
"TN"	2012	"SULLIVAN County"	"2A"	1762	982	2818	1	1834	2688	745					1																				2289										2289										4	2192		2192					1795	726	2683
"TN"	2012	"SULLIVAN County"	"2B"	1855	640	2529	1	1895	2457	488					1																				2195										2195										4	2137		2137					1883	481	2442
"TN"	2012	"SULLIVAN County"	"2C"	1355	505	1883	1	1364	1801	385					1	3											5								1570		9								1570		14								4	1560		1560					1371	370	1804
"TN"	2012	"SULLIVAN County"	"3A"	1519	689	2247	1	1541	2159	534					1	3											52								1633		162								1633		222								4	1813		1813					1494	552	2144
"TN"	2012	"SULLIVAN County"	"4A"	3247	1068	4391	1	3223	4215	857					3										1013										3006										4167										4	3523		3523					3149	865	4201
"TN"	2012	"SULLIVAN County"	"4B"	1870	477	2392	1	1876	2303	357					1	3											56								1822		201								1822		266								4	1969		1969					1804	380	2271
"TN"	2012	"SULLIVAN County"	"4C"	874	252	1139	1	852	1083	203					3										217										826										1083										4	954		954					853	210	1088
