state	year	county	precinct	g2012_BALL_tv	g2012_REG_tv	g2012_USP_dv	g2012_USP_rv	g2012_USP_tv	cd	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv	cd2	g2012_USH_dv2	g2012_USH_rv2	g2012_USH_tv2	cd3	g2012_USH_dv3	g2012_USH_rv3	g2012_USH_tv3
"IL"	2012	"Macoupin"	"Barr"	157	207	45	110	157	13	35	103	138								
"IL"	2012	"Macoupin"	"Bird"	168	221	53	109	166	13	47	105	152								
"IL"	2012	"Macoupin"	"Brighton 1"	432	711	171	247	429	13	178	209	387								
"IL"	2012	"Macoupin"	"Brighton 2"	392	595	118	255	390	13	127	228	355								
"IL"	2012	"Macoupin"	"Brighton 3"	952	1479	356	568	946	13	377	489	866								
"IL"	2012	"Macoupin"	"Brushy Mound"	390	557	118	255	388	13	116	236	352								
"IL"	2012	"Macoupin"	"Bunker Hill 1"	528	810	222	282	524	13	230	243	473								
"IL"	2012	"Macoupin"	"Bunker Hill 2"	362	504	138	210	359	13	143	192	335								
"IL"	2012	"Macoupin"	"Bunker Hill 3"	664	1030	301	337	659	13	290	302	592								
"IL"	2012	"Macoupin"	"Cahokia 1"	112	156	40	68	112	13	38	65	103								
"IL"	2012	"Macoupin"	"Cahokia 2"	410	631	233	154	401	13	225	130	355								
"IL"	2012	"Macoupin"	"Cahokia 3"	383	604	205	169	379	13	191	146	337								
"IL"	2012	"Macoupin"	"Cahokia 4"	175	270	86	83	172	13	87	66	153								
"IL"	2012	"Macoupin"	"Cahokia 5"	281	444	153	110	274	13	147	92	239								
"IL"	2012	"Macoupin"	"Carlinville 1"	700	969	299	383	692	13	271	361	632								
"IL"	2012	"Macoupin"	"Carlinville 2"	497	712	226	241	490	13	213	233	446								
"IL"	2012	"Macoupin"	"Carlinville 3"	680	965	267	382	676	13	256	343	599								
"IL"	2012	"Macoupin"	"Carlinville 4"	81	182	50	24	79	13	43	25	68								
"IL"	2012	"Macoupin"	"Carlinville 5"	432	703	216	200	431	13	203	173	376								
"IL"	2012	"Macoupin"	"Carlinville 6"	488	787	226	246	482	13	208	214	422								
"IL"	2012	"Macoupin"	"Chesterfield"	329	554	1098	198	1311	13	103	180	283								
"IL"	2012	"Macoupin"	"Dorchester 1"	369	513	158	194	363	13	168	159	327								
"IL"	2012	"Macoupin"	"Dorchester 2"	370	574	201	157	365	13	188	134	322								
"IL"	2012	"Macoupin"	"Gillespie 1"	338	518	188	134	333	13	184	103	287								
"IL"	2012	"Macoupin"	"Gillespie 2"	255	387	142	100	251	13	135	59	194								
"IL"	2012	"Macoupin"	"Gillespie 3"	172	254	107	61	171	13	95	50	145								
"IL"	2012	"Macoupin"	"Gillespie 4"	162	255	66	90	159	13	64	84	148								
"IL"	2012	"Macoupin"	"Gillespie 5"	505	761	293	198	500	13	294	162	456								
"IL"	2012	"Macoupin"	"Gillespie 6"	329	523	193	117	325	13	187	97	284								
"IL"	2012	"Macoupin"	"Girard 1"	310	543	148	146	305	13	137	130	267								
"IL"	2012	"Macoupin"	"Girard 2"	622	1027	274	324	612	13	272	294	566								
"IL"	2012	"Macoupin"	"Hilyard"	338	499	171	159	336	13	164	136	300								
"IL"	2012	"Macoupin"	"Honey Point"	95	122	38	52	94	13	39	48	87								
"IL"	2012	"Macoupin"	"Mt. Olive 1"	243	354	127	108	240	13	125	93	218								
"IL"	2012	"Macoupin"	"Mt. Olive 2"	263	384	146	106	260	13	140	91	231								
"IL"	2012	"Macoupin"	"Mt. Olive 3"	238	375	112	117	236	13	122	95	217								
"IL"	2012	"Macoupin"	"Mt. Olive 4"	256	369	147	105	253	13	142	90	232								
"IL"	2012	"Macoupin"	"Mt. Olive 5"	279	452	161	105	275	13	155	88	243								
"IL"	2012	"Macoupin"	"Mt. Olive 6"	248	349	123	118	246	13	119	102	221								
"IL"	2012	"Macoupin"	"Nilwood 1"	168	260	61	95	162	13	60	83	143								
"IL"	2012	"Macoupin"	"Nilwood 2"	124	190	41	74	122	13	42	62	104								
"IL"	2012	"Macoupin"	"North Otter"	467	622	152	305	465	13	151	278	429								
"IL"	2012	"Macoupin"	"North Palmyra"	349	548	112	227	348	13	98	205	303								
"IL"	2012	"Macoupin"	"Polk"	324	432	123	189	316	13	120	169	289								
"IL"	2012	"Macoupin"	"Scottville"	167	208	43	122	166	13	40	112	152								
"IL"	2012	"Macoupin"	"Shaws Point"	304	405	127	170	301	13	112	166	278								
"IL"	2012	"Macoupin"	"Shipman 1"	367	527	157	192	364	13	168	165	333								
"IL"	2012	"Macoupin"	"Shipman 2"	125	173	37	81	124	13	33	79	112								
"IL"	2012	"Macoupin"	"Shipman 3"	133	194	58	67	130	13	65	56	121								
"IL"	2012	"Macoupin"	"South Otter"	255	337	71	177	252	13	56	172	228								
"IL"	2012	"Macoupin"	"South Palmyra"	338	505	120	199	331	13	108	184	292								
"IL"	2012	"Macoupin"	"Staunton 1 "	362	519	199	155	361	13	182	142	324								
"IL"	2012	"Macoupin"	"Staunton 2"	489	795	269	205	487	13	254	186	440								
"IL"	2012	"Macoupin"	"Staunton 3"	681	962	337	315	676	13	365	268	633								
"IL"	2012	"Macoupin"	"Staunton 4"	595	851	289	283	590	13	295	230	525								
"IL"	2012	"Macoupin"	"Staunton 5"	417	631	221	172	412	13	214	160	374								
"IL"	2012	"Macoupin"	"Virden 1"	355	545	142	206	355	13	129	187	316								
"IL"	2012	"Macoupin"	"Virden 2"	425	642	184	227	420	13	175	198	373								
"IL"	2012	"Macoupin"	"Virden 3"	388	606	138	235	383	13	126	221	347								
"IL"	2012	"Macoupin"	"Virden 4"	258	386	113	135	255	13	100	122	222								
"IL"	2012	"Macoupin"	"Western Mound"	140	194	43	93	138	13	36	85	121								
"IL"	2012	"Madison"	"Alhambra 1"	550	757	190	336	544	15	148	380	528								
"IL"	2012	"Madison"	"Alhambra 2"	331	432	134	187	325	15	91	225	316								
"IL"	2012	"Madison"	"Alton 1"	507	872	295	194	501	12	291	168	459								
"IL"	2012	"Madison"	"Alton 10"	394	642	211	164	389	12	199	153	352								
"IL"	2012	"Madison"	"Alton 11"	411	600	275	120	407	12	246	115	361								
"IL"	2012	"Madison"	"Alton 12"	478	634	264	190	472	12	250	185	435								
"IL"	2012	"Madison"	"Alton 13"	487	742	306	154	478	12	295	145	440								
"IL"	2012	"Madison"	"Alton 14"	432	662	278	144	425	12	273	127	400								
"IL"	2012	"Madison"	"Alton 15"	356	542	193	147	355	12	192	126	318								
"IL"	2012	"Madison"	"Alton 16"	541	946	334	184	537	12	316	154	470								
"IL"	2012	"Madison"	"Alton 17"	357	561	195	146	353	12	189	130	319								
"IL"	2012	"Madison"	"Alton 18"	417	700	351	54	413	12	331	52	383								
"IL"	2012	"Madison"	"Alton 19"	666	1085	549	94	658	12	518	97	615								
"IL"	2012	"Madison"	"Alton 2"	284	564	166	104	282	12	158	92	250								
"IL"	2012	"Madison"	"Alton 20"	377	694	266	91	371	12	250	90	340								
"IL"	2012	"Madison"	"Alton 21"	881	1298	473	379	873	12	442	345	787								
"IL"	2012	"Madison"	"Alton 22"	389	620	320	51	383	12	301	55	356								
"IL"	2012	"Madison"	"Alton 23"	417	651	326	76	415	12	309	76	385								
"IL"	2012	"Madison"	"Alton 24"	332	515	168	148	331	12	166	123	289								
"IL"	2012	"Madison"	"Alton 25"	202	420	138	58	202	12	127	58	185								
"IL"	2012	"Madison"	"Alton 3"	731	1009	383	329	728	12	355	298	653								
"IL"	2012	"Madison"	"Alton 4"	645	951	533	102	641	12	512	103	615								
"IL"	2012	"Madison"	"Alton 5"	692	987	347	214	587	12	350	286	636								
"IL"	2012	"Madison"	"Alton 6"	438	600	237	185	436	12	243	165	408								
"IL"	2012	"Madison"	"Alton 7"	352	452	257	83	350	12	242	78	320								
"IL"	2012	"Madison"	"Alton 8"	445	702	356	72	435	12	340	72	412								
"IL"	2012	"Madison"	"Alton 9"	382	612	226	135	377	12	219	133	352								
"IL"	2012	"Madison"	"Chouteau 1"	415	759	200	206	413	12	216	166	382								
"IL"	2012	"Madison"	"Chouteau 2"	354	625	200	136	349	12	200	118	318								
"IL"	2012	"Madison"	"Chouteau 3"	379	571	194	167	376	12	191	153	344								
"IL"	2012	"Madison"	"Chouteau 4"	522	847	258	248	517	12	273	208	481								
"IL"	2012	"Madison"	"Chouteau 5"	556	902	300	228	552	12	299	183	482								
"IL"	2012	"Madison"	"Chouteau 6"	554	618	275	252	551	12	293	215	508								
"IL"	2012	"Madison"	"Chouteau 7"	315	569	154	141	312	12	159	111	270								
"IL"	2012	"Madison"	"Collinsville 1"	490	796	276	187	483	13	253	164	417								
"IL"	2012	"Madison"	"Collinsville 10"	670	910	267	395	670	13	260	342	602								
"IL"	2012	"Madison"	"Collinsville 11"	775	1097	331	422	770	13	311	402	713								
"IL"	2012	"Madison"	"Collinsville 12"	731	1010	293	413	727	15	226	485	711								
"IL"	2012	"Madison"	"Collinsville 13"	224	409	136	74	220	13	80	55	135	15	59	15	74				
"IL"	2012	"Madison"	"Collinsville 14"	517	798	250	259	515	13	223	240	463								
"IL"	2012	"Madison"	"Collinsville 15"	696	949	295	374	690	13	301	327	628								
"IL"	2012	"Madison"	"Collinsville 16"	593	897	270	307	591	13	245	275	520								
"IL"	2012	"Madison"	"Collinsville 17"	782	1026	313	444	775	13	310	409	719								
"IL"	2012	"Madison"	"Collinsville 18"	721	938	282	422	719	15	230	482	712								
"IL"	2012	"Madison"	"Collinsville 19"	492	631	191	285	486	13	176	262	438								
"IL"	2012	"Madison"	"Collinsville 2"	614	972	331	262	611	13	300	236	536								
"IL"	2012	"Madison"	"Collinsville 20"	457	657	232	207	451	13	217	193	410								
"IL"	2012	"Madison"	"Collinsville 21"	565	823	233	317	560	13	229	285	514								
"IL"	2012	"Madison"	"Collinsville 22"	419	618	215	184	413	13	216	162	378								
"IL"	2012	"Madison"	"Collinsville 23"	900	1144	302	574	893	13	280	540	820								
"IL"	2012	"Madison"	"Collinsville 24"	696	1048	328	343	691	13	322	295	617								
"IL"	2012	"Madison"	"Collinsville 25"	558	765	228	313	555	15	184	361	545								
"IL"	2012	"Madison"	"Collinsville 26"	257	341	95	154	255	15	80	171	251								
"IL"	2012	"Madison"	"Collinsville 27"	481	596	203	260	474	15	171	289	460								
"IL"	2012	"Madison"	"Collinsville 28"	522	658	193	315	521	13	186	286	472								
"IL"	2012	"Madison"	"Collinsville 29"	364	581	194	158	364	13	187	132	319								
"IL"	2012	"Madison"	"Collinsville 3"	815	1109	450	347	811	13	414	325	739								
"IL"	2012	"Madison"	"Collinsville 30"	495	699	229	260	494	13	224	233	457								
"IL"	2012	"Madison"	"Collinsville 4"	467	702	230	218	465	13	227	188	415								
"IL"	2012	"Madison"	"Collinsville 5"	417	626	196	207	417	15	150	259	409								
"IL"	2012	"Madison"	"Collinsville 6"	642	1012	403	218	640	15	314	313	627								
"IL"	2012	"Madison"	"Collinsville 7"	496	718	246	238	494	13	236	215	451								
"IL"	2012	"Madison"	"Collinsville 8"	769	1103	318	421	763	15	267	480	747								
"IL"	2012	"Madison"	"Collinsville 9"	691	943	278	400	688	15	207	469	676								
"IL"	2012	"Madison"	"Edwardsville 1"	554	799	333	200	551	13	305	174	479								
"IL"	2012	"Madison"	"Edwardsville 10"	462	662	267	175	457	13	238	150	388								
"IL"	2012	"Madison"	"Edwardsville 11"	539	692	240	282	535	13	225	260	485								
"IL"	2012	"Madison"	"Edwardsville 12"	232	428	132	96	231	13	124	77	201								
"IL"	2012	"Madison"	"Edwardsville 13"	869	1056	355	486	861	13	334	437	771								
"IL"	2012	"Madison"	"Edwardsville 14"	557	718	316	224	554	13	286	187	473								
"IL"	2012	"Madison"	"Edwardsville 15"	662	907	313	330	657	13	298	297	595								
"IL"	2012	"Madison"	"Edwardsville 16"	736	893	351	361	732	13	334	315	649								
"IL"	2012	"Madison"	"Edwardsville 17"	857	1060	324	507	855	13	283	488	771								
"IL"	2012	"Madison"	"Edwardsville 18"	891	1214	428	437	885	13	412	398	810								
"IL"	2012	"Madison"	"Edwardsville 19"	970	1200	389	556	967	13	364	516	880								
"IL"	2012	"Madison"	"Edwardsville 2"	525	759	332	174	523	13	310	132	442								
"IL"	2012	"Madison"	"Edwardsville 20"	507	637	187	316	505	13	181	290	471								
"IL"	2012	"Madison"	"Edwardsville 21"	717	961	584	113	714	13	510	114	624								
"IL"	2012	"Madison"	"Edwardsville 22"	250	308	77	181	260	13	72	177	249								
"IL"	2012	"Madison"	"Edwardsville 23"	901	1231	531	334	896	13	492	306	798								
"IL"	2012	"Madison"	"Edwardsville 24"	591	715	243	332	590	13	223	313	536								
"IL"	2012	"Madison"	"Edwardsville 25"	631	793	330	274	629	13	311	252	563								
"IL"	2012	"Madison"	"Edwardsville 26"	489	685	206	272	488	13	192	260	452								
"IL"	2012	"Madison"	"Edwardsville 27"	922	1159	392	509	916	13	383	449	832								
"IL"	2012	"Madison"	"Edwardsville 28"	535	706	237	288	533	13	219	268	487								
"IL"	2012	"Madison"	"Edwardsville 29"	663	850	377	260	658	13	329	226	555								
"IL"	2012	"Madison"	"Edwardsville 3"	292	401	164	118	290	13	149	99	248								
"IL"	2012	"Madison"	"Edwardsville 4"	710	987	426	256	707	13	393	228	621								
"IL"	2012	"Madison"	"Edwardsville 5"	407	606	257	135	403	13	238	120	358								
"IL"	2012	"Madison"	"Edwardsville 6"	905	1109	349	540	900	13	331	496	827								
"IL"	2012	"Madison"	"Edwardsville 7"	877	1210	408	438	870	13	383	392	775								
"IL"	2012	"Madison"	"Edwardsville 8"	868	1080	448	392	861	13	412	365	777								
"IL"	2012	"Madison"	"Edwardsville 9"	621	759	360	246	616	13	315	212	527								
"IL"	2012	"Madison"	"Fort Russell 1"	769	940	241	499	764	13	237	444	681								
"IL"	2012	"Madison"	"Fort Russell 2"	665	1063	297	348	657	12	306	301	607								
"IL"	2012	"Madison"	"Fort Russell 3"	820	1164	352	437	813	13	356	362	718								
"IL"	2012	"Madison"	"Fort Russell 4"	876	1149	361	486	867	12	356	452	808								
"IL"	2012	"Madison"	"Fort Russell 5"	932	1171	401	506	930	13	372	438	810								
"IL"	2012	"Madison"	"Fort Russell 6"	409	569	153	247	405	13	151	216	367								
"IL"	2012	"Madison"	"Foster 1"	643	857	239	390	642	13	234	343	577								
"IL"	2012	"Madison"	"Foster 2"	248	303	113	128	248	13	100	115	215								
"IL"	2012	"Madison"	"Foster 3"	447	619	193	241	444	13	186	210	396								
"IL"	2012	"Madison"	"Foster 4"	441	566	151	273	440	13	147	250	397								
"IL"	2012	"Madison"	"Foster 5"	472	566	168	287	468	13	160	258	418								
"IL"	2012	"Madison"	"Godfrey 1"	609	895	305	282	605	13	234	343	577								
"IL"	2012	"Madison"	"Godfrey 10"	816	1126	351	440	812	13	338	398	736								
"IL"	2012	"Madison"	"Godfrey 11"	520	668	182	323	518	13	169	293	462								
"IL"	2012	"Madison"	"Godfrey 12"	400	687	185	187	395	13	164	178	342								
"IL"	2012	"Madison"	"Godfrey 13"	830	1081	275	533	823	13	278	483	761								
"IL"	2012	"Madison"	"Godfrey 14"	833	1057	300	505	827	13	295	447	742								
"IL"	2012	"Madison"	"Godfrey 15"	643	839	238	386	635	13	223	361	584								
"IL"	2012	"Madison"	"Godfrey 2"	395	593				13	140	165	305	12	0	2	2				
"IL"	2012	"Madison"	"Godfrey 3"	541	724	207	313	536	13	192	300	492								
"IL"	2012	"Madison"	"Godfrey 4"	577	722	196	373	574	13	183	351	534								
"IL"	2012	"Madison"	"Godfrey 5"	655	810	232	402	650	13	224	375	599								
"IL"	2012	"Madison"	"Godfrey 6"	807	1110	323	458	800	13	308	427	735								
"IL"	2012	"Madison"	"Godfrey 7"	713	902	264	431	708	13	250	396	646								
"IL"	2012	"Madison"	"Godfrey 8"	423	597	183	219	420	13	166	201	367								
"IL"	2012	"Madison"	"Godfrey 9"	763	1032	289	443	755	13	275	416	691								
"IL"	2012	"Madison"	"Granite City 1"	253	540	174	69	249	12	175	51	226								
"IL"	2012	"Madison"	"Granite City 10"	222	421	132	73	219	12	137	57	194								
"IL"	2012	"Madison"	"Granite City 11"	388	840	252	121	386	12	247	107	354								
"IL"	2012	"Madison"	"Granite City 12"	399	692	224	156	398	12	219	136	355								
"IL"	2012	"Madison"	"Granite City 13"	389	773	258	121	388	12	239	97	336								
"IL"	2012	"Madison"	"Granite City 14"	532	993	305	206	528	12	302	168	470								
"IL"	2012	"Madison"	"Granite City 15"	470	815	274	176	464	12	272	160	432								
"IL"	2012	"Madison"	"Granite City 16"	481	878	260	199	478	12	269	168	437								
"IL"	2012	"Madison"	"Granite City 17"	544	875	314	206	536	12	309	188	497								
"IL"	2012	"Madison"	"Granite City 18"	596	1033	327	243	589	12	343	198	541								
"IL"	2012	"Madison"	"Granite City 19"	420	725	289	115	419	12	275	98	373								
"IL"	2012	"Madison"	"Granite City 2"	487	768	261	196	477	12	293	149	442								
"IL"	2012	"Madison"	"Granite City 20"	595	815	336	244	590	12	328	225	553								
"IL"	2012	"Madison"	"Granite City 21"	569	776	296	261	567	12	315	215	530								
"IL"	2012	"Madison"	"Granite City 22"	438	730	238	187	435	12	242	164	406								
"IL"	2012	"Madison"	"Granite City 23"	613	905	294	299	610	12	314	249	563								
"IL"	2012	"Madison"	"Granite City 24"	545	794	286	244	541	12	296	193	489								
"IL"	2012	"Madison"	"Granite City 25"	504	726	231	250	498	12	233	217	450								
"IL"	2012	"Madison"	"Granite City 3"	532	732	245	269	524	12	271	222	493								
"IL"	2012	"Madison"	"Granite City 4"	504	700	244	241	497	12	275	196	471								
"IL"	2012	"Madison"	"Granite City 5"	509	793	261	232	503	12	268	207	475								
"IL"	2012	"Madison"	"Granite City 6"	655	933	342	287	648	12	369	240	609								
"IL"	2012	"Madison"	"Granite City 7"	441	903	299	122	441	12	290	105	395								
"IL"	2012	"Madison"	"Granite City 8"	250	578	157	83	249	12	155	65	220								
"IL"	2012	"Madison"	"Granite City 9"	246	561	143	90	244	12	141	76	217								
"IL"	2012	"Madison"	"Hamel 1"	609	775	191	407	609	15	139	458	597								
"IL"	2012	"Madison"	"Hamel 2"	787	1017	300	446	776	15	236	530	766								
"IL"	2012	"Madison"	"Helvetia 1"	859	1144	242	592	850	15	116	720	836								
"IL"	2012	"Madison"	"Helvetia 2"	476	715	175	272	470	15	106	354	460								
"IL"	2012	"Madison"	"Helvetia 3"	541	833	215	298	530	15	127	377	504								
"IL"	2012	"Madison"	"Helvetia 4"	680	982	216	438	672	15	129	525	654								
"IL"	2012	"Madison"	"Helvetia 5"	599	843	213	368	596	15	100	469	569								
"IL"	2012	"Madison"	"Helvetia 6"	922	1218	258	623	910	15	103	785	888								
"IL"	2012	"Madison"	"Jarvis 1"	891	1176	335	524	886	15	239	525	764								
"IL"	2012	"Madison"	"Jarvis 10"	706	983	212	479	702	15	160	530	690								
"IL"	2012	"Madison"	"Jarvis 2"	747	1191	328	394	743	15	269	460	729								
"IL"	2012	"Madison"	"Jarvis 3"	547	727	192	343	545	15	159	368	527								
"IL"	2012	"Madison"	"Jarvis 4"	774	994	271	482	767	15	208	539	747								
"IL"	2012	"Madison"	"Jarvis 5"	751	1015	262	456	742	15	201	527	728								
"IL"	2012	"Madison"	"Jarvis 6"	633	887	237	373	632	15	181	434	615								
"IL"	2012	"Madison"	"Jarvis 7"	566	876	228	312	562	15	180	370	550								
"IL"	2012	"Madison"	"Jarvis 8"	486	659	174	301	482	15	120	357	477								
"IL"	2012	"Madison"	"Jarvis 9"	865	1139	298	542	861	15	219	623	842								
"IL"	2012	"Madison"	"Leef"	344	454	95	232	338	15	61	270	331								
"IL"	2012	"Madison"	"Marine 1"	582	795	207	345	572	15	142	417	559								
"IL"	2012	"Madison"	"Marine 2"	609	786	194	390	605	15	145	448	593								
"IL"	2012	"Madison"	"Moro 1"	546	691	198	326	541	13	189	298	487								
"IL"	2012	"Madison"	"Moro 2"	502	660	199	282	496	13	197	236	433								
"IL"	2012	"Madison"	"Moro 3"	967	1265	362	574	963	13	341	519	860								
"IL"	2012	"Madison"	"Nameoki 1"	595	1015	327	243	590	12	347	198	545								
"IL"	2012	"Madison"	"Nameoki 2"	257	514	191	54	256	12	197	47	244								
"IL"	2012	"Madison"	"Nameoki 3"	718	1159	352	345	714	12	379	276	655								
"IL"	2012	"Madison"	"Nameoki 4"	191	390	119	63	189	12	118	56	174								
"IL"	2012	"Madison"	"Nameoki 5"	353	566	159	178	350	12	178	141	319								
"IL"	2012	"Madison"	"Nameoki 6"	658	1022	315	317	652	12	333	273	606								
"IL"	2012	"Madison"	"Nameoki 7"	623	964	319	288	619	12	330	256	586								
"IL"	2012	"Madison"	"Nameoki 8"	554	1001	267	269	551	12	280	221	501								
"IL"	2012	"Madison"	"New Douglas"	263	381	110	144	262	13	61	140	201								
"IL"	2012	"Madison"	"Olive 1"	610	900	322	264	604	13	312	218	530								
"IL"	2012	"Madison"	"Olive 2"	207	308	101	101	206	13	96	84	180								
"IL"	2012	"Madison"	"Omphghent 1"	791	1091	308	452	786	13	310	379	689								
"IL"	2012	"Madison"	"Omphghent 2"	400	518	130	257	395	13	142	219	361								
"IL"	2012	"Madison"	"Pin Oak 1"	651	853	236	391	650	15	183	448	631								
"IL"	2012	"Madison"	"Pin Oak 2"	974	1234	402	536	966	15	297	547	844								
"IL"	2012	"Madison"	"Pin Oak 3"	609	780	198	399	608	15	175	423	598								
"IL"	2012	"Madison"	"Saline 1"	818	1193	296	485	804	15	181	606	787								
"IL"	2012	"Madison"	"Saline 2"	493	636	163	309	490	15	86	385	471								
"IL"	2012	"Madison"	"Saline 3"	938	1229	246	660	934	15	144	766	910								
"IL"	2012	"Madison"	"Saline 4"	599	769	172	415	595	15	89	497	586								
"IL"	2012	"Madison"	"Saline 5"	323	407	91	225	321	15	53	261	314								
"IL"	2012	"Madison"	"St. Jacob"	693	883	267	406	689	15	202	470	672								
"IL"	2012	"Madison"	"St. Jacob 2"	695	941	254	417	688	15	212	462	674								
"IL"	2012	"Madison"	"Venice 1"	491	718	484	3	489	12	450	8	458								
"IL"	2012	"Madison"	"Venice 2"	165	270	85	71	165	12	98	47	145								
"IL"	2012	"Madison"	"Venice 3"	161	236	157	4	161	12	153	5	158								
"IL"	2012	"Madison"	"Venice 4"	487	660	482	3	486	12	454	4	458								
"IL"	2012	"Madison"	"Venice 5"	68	91	66	1	67	12	50	1	51								
"IL"	2012	"Madison"	"Venice 6"	599	987	497	89	593	12	484	76	560								
"IL"	2012	"Madison"	"Venice 7"	553	851	502	40	548	12	477	39	516								
"IL"	2012	"Madison"	"Wood River 1"	576	869	284	1263	1573	12	293	230	523								
"IL"	2012	"Madison"	"Wood River 10"	491	706	233	239	483	12	232	220	452								
"IL"	2012	"Madison"	"Wood River 11"	501	922	251	232	498	12	243	202	445								
"IL"	2012	"Madison"	"Wood River 12"	633	844	273	335	627	12	259	323	582								
"IL"	2012	"Madison"	"Wood River 13"	507	705	239	244	500	12	248	224	472								
"IL"	2012	"Madison"	"Wood River 14"	473	633	249	203	466	12	244	175	419								
"IL"	2012	"Madison"	"Wood River 15"	347	579	195	141	345	12	199	114	313								
"IL"	2012	"Madison"	"Wood River 16"	863	1174	413	423	857	12	416	379	795								
"IL"	2012	"Madison"	"Wood River 17"	386	771	207	162	383	12	200	133	333								
"IL"	2012	"Madison"	"Wood River 18"	339	459	154	176	336	12	149	152	301								
"IL"	2012	"Madison"	"Wood River 19"	684	905	318	340	679	12	325	307	632								
"IL"	2012	"Madison"	"Wood River 2"	183	327	110	58	180	12	101	60	161								
"IL"	2012	"Madison"	"Wood River 20"	318	406	140	172	317	12	147	152	299								
"IL"	2012	"Madison"	"Wood River 21"	446	776	242	187	442	12	244	160	404								
"IL"	2012	"Madison"	"Wood River 22"	470	733	258	196	463	12	259	176	435								
"IL"	2012	"Madison"	"Wood River 23"	529	815	244	263	523	12	244	215	459								
"IL"	2012	"Madison"	"Wood River 24"	424	658	202	207	420	12	213	181	394								
"IL"	2012	"Madison"	"Wood River 25"	468	700	204	245	466	12	203	213	416								
"IL"	2012	"Madison"	"Wood River 26"	793	1095	367	388	787	12	347	370	717								
"IL"	2012	"Madison"	"Wood River 27"	206	355	96	103	206	12	97	88	185								
"IL"	2012	"Madison"	"Wood River 3"	315	613	166	136	312	12	173	114	287								
"IL"	2012	"Madison"	"Wood River 4"	408	665	218	173	405	12	214	156	370								
"IL"	2012	"Madison"	"Wood River 5"	443	697	204	218	441	12	212	182	394								
"IL"	2012	"Madison"	"Wood River 6"	553	900	296	235	548	12	292	212	504								
"IL"	2012	"Madison"	"Wood River 7"	421	794	227	170	419	12	239	135	374								
"IL"	2012	"Madison"	"Wood River 8"	601	1034	330	243	596	12	319	219	538								
"IL"	2012	"Madison"	"Wood River 9"	446	915	269	154	442	12	257	145	402								
"IL"	2012	"Marion"	"Alma 1"	236	326	62	169	234	15	43	187	230								
"IL"	2012	"Marion"	"Alma 2"	161	237	73	77	156	15	51	102	153								
"IL"	2012	"Marion"	"Carrigan"	214	291	41	169	214	15	36	175	211								
"IL"	2012	"Marion"	"Centralia 1"	242	469	210	23	234	15	183	45	228								
"IL"	2012	"Marion"	"Centralia 10"	180	465	91	91	184	15	66	113	179								
"IL"	2012	"Marion"	"Centralia 11"	599	886	239	339	590	15	198	389	587								
"IL"	2012	"Marion"	"Centralia 12"	341	550	124	210	337	15	91	246	337								
"IL"	2012	"Marion"	"Centralia 13"	197	374	111	89	201	15	82	117	199								
"IL"	2012	"Marion"	"Centralia 14"	709	957	288	406	701	15	214	477	691								
"IL"	2012	"Marion"	"Centralia 15"	177	374	90	81	177	15	77	100	177								
"IL"	2012	"Marion"	"Centralia 16"	369	533	128	233	364	15	100	259	359								
"IL"	2012	"Marion"	"Centralia 17"	804	1169	328	471	805	15	259	539	798								
"IL"	2012	"Marion"	"Centralia 18"	121	301	65	53	123	15	55	66	121								
"IL"	2012	"Marion"	"Centralia 2"	213	439	181	33	215	15	153	57	210								
"IL"	2012	"Marion"	"Centralia 3"	158	360	94	66	162	15	78	80	158								
"IL"	2012	"Marion"	"Centralia 4"	147	367	83	65	149	15	77	72	149								
"IL"	2012	"Marion"	"Centralia 5"	307	559	143	160	309	15	128	180	308								
"IL"	2012	"Marion"	"Centralia 6"	150	287	74	74	151	15	61	86	147								
"IL"	2012	"Marion"	"Centralia 7"	258	415	113	138	255	15	98	159	257								
"IL"	2012	"Marion"	"Centralia 8"	368	580	157	204	367	15	132	232	364								
"IL"	2012	"Marion"	"Centralia 9"	212	458	88	118	213	15	84	125	209								
"IL"	2012	"Marion"	"Foster"	171	0	63	104	171	15	51	111	162								
"IL"	2012	"Marion"	"Haines"	420	615	128	275	415	15	112	303	415								
"IL"	2012	"Marion"	"Iuka"	437	636	119	304	430	15	102	326	428								
"IL"	2012	"Marion"	"Kinmundy 1"	333	478	128	194	331	15	96	228	324								
"IL"	2012	"Marion"	"Kinmundy 2"	154	223	59	88	153	15	49	100	149								
"IL"	2012	"Marion"	"Meacham"	163	246	50	109	160	15	32	128	160								
"IL"	2012	"Marion"	"Odin 1"	460	639	192	256	456	15	155	296	451								
"IL"	2012	"Marion"	"Odin 2"	220	341	81	130	219	15	58	158	216								
"IL"	2012	"Marion"	"Omega"	245	343	65	178	245	15	53	180	233								
"IL"	2012	"Marion"	"Patoka 1"	362	535	154	201	357	15	145	211	356								
"IL"	2012	"Marion"	"Patoka 2"	106	206	40	62	106	15	36	67	103								
"IL"	2012	"Marion"	"Raccoon "	779	1135	256	507	778	15	201	564	765								
"IL"	2012	"Marion"	"Romine"	220	336	71	144	219	15	53	156	209								
"IL"	2012	"Marion"	"Salem 1"	318	491	107	210	320	15	90	223	313								
"IL"	2012	"Marion"	"Salem 2"	172	306	61	106	173	15	61	109	170								
