state	year	county	precinct	g2012_REG_tv	g2012_BALL_tv	cd	g2012_USP_tv	g2012_USP_dv	g2012_USP_rv	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv	cd2	g2012_USH_dv2	g2012_USH_rv2	g2012_USH_tv2	cd3	g2012_USH_dv3	g2012_USH_rv3	g2012_USH_tv3
"AL"	2012	"Geneva"	"DEVCO VOTING HOUSE"	0	488	2	485	94	383	90	389	479								
"AL"	2012	"Geneva"	"FADETTE"	0	645	2	642	59	581	76	555	631								
"AL"	2012	"Geneva"	"FARM CENTER"	0	353	2	353	32	319	38	305	343								
"AL"	2012	"Geneva"	"FLAT CREEK"	0	193	2	193	25	167	34	157	191								
"AL"	2012	"Geneva"	"GENEVA CITY HALL"	0	135	2	135	58	77	50	77	127								
"AL"	2012	"Geneva"	"GENEVA COMMUNITY CENTER"	0	653	2	644	202	432	208	416	624								
"AL"	2012	"Geneva"	"GENEVA COUNTY COURTHOUSE"	0	423	2	423	70	349	76	336	412								
"AL"	2012	"Geneva"	"GENEVA NATIONAL GUARD"	0	277	2	277	46	230	48	226	274								
"AL"	2012	"Geneva"	"GILMORE"	0	210	2	210	19	190	18	187	205								
"AL"	2012	"Geneva"	"HACODA"	0	112	2	112	5	107	8	102	110								
"AL"	2012	"Geneva"	"HUGHES COMMUNITY CENTER"	0	2007	2	2041	395	1632	385	1621	2006								
"AL"	2012	"Geneva"	"HUGHES VOTING HOUSE"	0	360	2	357	31	319	44	310	354								
"AL"	2012	"Geneva"	"LOWERY"	0	153	2	152	14	137	16	131	147								
"AL"	2012	"Geneva"	"LYTLE"	0	306	2	304	40	262	45	251	296								
"AL"	2012	"Geneva"	"MALVERN COMMUNITY"	0	861	2	860	90	757	96	743	839								
"AL"	2012	"Geneva"	"PINEY GROVE"	0	208	2	208	14	191	19	188	207								
"AL"	2012	"Geneva"	"PROVISIONAL"	0	0	2	2	0	2	0	2	2								
"AL"	2012	"Geneva"	"REVELS GROCERY"	0	202	2	199	22	177	25	174	199								
"AL"	2012	"Geneva"	"SAMSON COMMUNITY CENTER"	0	499	2	493	50	439	56	431	487								
"AL"	2012	"Geneva"	"SAMSON MASONIC"	0	533	2	532	188	344	171	337	508								
"AL"	2012	"Geneva"	"SLOCOMB NATIONAL GUARD"	0	1082	2	1076	302	763	300	759	1059								
"AL"	2012	"Geneva"	"TATE SCHOOL"	0	199	2	198	21	173	26	167	193								
"AL"	2012	"Greene"	"ABSENTEE"	0	369	7	350	323	25	324	19	343								
"AL"	2012	"Greene"	"BOLIGEE CITY HALL"	594	358	7	358	316	42	322	31	353								
"AL"	2012	"Greene"	"BROWN MORROW BRANCH HGTS"	845	534	7	534	509	25	497	22	519								
"AL"	2012	"Greene"	"CLINTON COMMUNITY CENTER"	400	281	7	281	218	62	223	44	267								
"AL"	2012	"Greene"	"EUTAW ACTIVITY CENTER"	847	549	7	544	527	15	509	15	524								
"AL"	2012	"Greene"	"FORKLAND CITY HALL"	1181	762	7	760	625	134	651	103	754								
"AL"	2012	"Greene"	"JENA FIRE DEPARTMENT"	174	104	7	104	69	35	73	24	97								
"AL"	2012	"Greene"	"KNOXVILLE FIRE DEPARTMENT"	301	188	7	187	156	31	157	26	183								
"AL"	2012	"Greene"	"MANTUA FIRE DEPARTMENT"	325	216	7	216	196	20	193	20	213								
"AL"	2012	"Greene"	"MT. HEBRON PRE-SCHOOL"	409	265	7	265	260	5	253	4	257								
"AL"	2012	"Greene"	"McKINLEY BRANCH"	345	203	7	202	178	24	170	24	194								
"AL"	2012	"Greene"	"NATIONAL GUARD ARMORY"	1378	911	7	908	585	314	617	263	880								
"AL"	2012	"Greene"	"PROVISIONAL"	0	0	7	0	0	0	0	0	0								
"AL"	2012	"Greene"	"SOUTH FORK RESTAURANT"	126	76	7	75	69	6	67	6	73								
"AL"	2012	"Greene"	"TISHABEE COMMUNITY CENTER"	371	267	7	267	254	13	255	9	264								
"AL"	2012	"Greene"	"UNION CITY HALL"	434	280	7	277	229	48	234	37	271								
"AL"	2012	"Hale"	"county"	11831	8694	7	8643	5411	3210	5860	2392	8252								
"AL"	2012	"Henry"	"ABBEVILLE VOTING CENTER"	0	1419	2	1413	712	690	693	684	1377								
"AL"	2012	"Henry"	"ABSENTEE"	0	621	2	599	282	315	245	339	584								
"AL"	2012	"Henry"	"CAPPS POST OFFICE"	0	401	2	395	201	194	185	197	382								
"AL"	2012	"Henry"	"DOUGLAS CROSSROADS"	0	315	2	312	22	285	30	272	302								
"AL"	2012	"Henry"	"EDWIN VOTING CENTER"	0	235	2	235	106	129	102	126	228								
"AL"	2012	"Henry"	"HALEBURG CITY HALL"	0	232	2	231	50	178	48	175	223								
"AL"	2012	"Henry"	"HEADLAND VOTING CENTER"	0	2677	2	2667	719	1933	699	1920	2619								
"AL"	2012	"Henry"	"JUDSON COMMUNITY"	0	774	2	769	196	567	196	552	748								
"AL"	2012	"Henry"	"LAWRENCEVILLE HIGH SCHOOL"	0	270	2	268	130	137	127	131	258								
"AL"	2012	"Henry"	"NEWVILLE VT. HOUSE"	0	700	2	697	303	392	289	384	673								
"AL"	2012	"Henry"	"PROVISIONAL"	0	0	2	0	0	0	0	0	0								
"AL"	2012	"Henry"	"SHORTERVILLE HOUSE"	0	238	2	237	134	103	128	103	231								
"AL"	2012	"Henry"	"TUMBLETON VT. HOUSE"	0	384	2	384	46	337	50	320	370								
"AL"	2012	"Henry"	"UNION VT. HOUSE"	0	256	2	253	75	177	83	171	254								
"AL"	2012	"Henry"	"WILLS CROSS ROADS VT"	0	244	2	240	70	168	74	160	234								
"AL"	2012	"Houston"	"ABSENTEE"	0	2102	2	2152	629	1513	606	1483	2089								
"AL"	2012	"Houston"	"ANDREW BELL COMM. CENTER"	0	706	2	705	442	261	438	258	696								
"AL"	2012	"Houston"	"ASHFORD"	0	1426	2	1424	389	1027	400	1010	1410								
"AL"	2012	"Houston"	"BAY SPRINGS"	0	686	2	684	104	575	111	552	663								
"AL"	2012	"Houston"	"COTTONWOOD"	0	1091	2	1087	243	837	237	821	1058								
"AL"	2012	"Houston"	"COWARTS"	0	1176	2	1174	196	971	196	952	1148								
"AL"	2012	"Houston"	"DOUG TEW COMMUNITY CENTER"	0	2758	2	2748	857	1873	843	1854	2697								
"AL"	2012	"Houston"	"ENTERPRISE CHURCH"	0	504	2	504	61	442	64	428	492								
"AL"	2012	"Houston"	"FARM CENTER"	0	2543	2	2535	729	1781	728	1762	2490								
"AL"	2012	"Houston"	"GORDON CITY HALL"	0	265	2	264	193	71	178	71	249								
"AL"	2012	"Houston"	"HODGESVILLE"	0	1193	2	1184	158	1018	164	1009	1173								
"AL"	2012	"Houston"	"KINSEY"	0	765	2	761	343	416	336	415	751								
"AL"	2012	"Houston"	"LIBRARY"	0	3100	2	3089	1277	1780	1247	1776	3023								
"AL"	2012	"Houston"	"LOVETOWN"	0	321	2	320	29	290	40	269	309								
"AL"	2012	"Houston"	"LUCY"	0	324	2	322	132	188	129	186	315								
"AL"	2012	"Houston"	"MADRID"	0	600	2	599	119	480	122	463	585								
"AL"	2012	"Houston"	"PANSEY"	0	411	2	410	55	352	60	342	402								
"AL"	2012	"Houston"	"PROVISIONAL"	0	20	2	20	8	12	8	12	20								
"AL"	2012	"Houston"	"REHOBETH"	0	1303	2	1298	95	1192	122	1162	1284								
"AL"	2012	"Houston"	"ROSSIE PURCELL PUBLIC LIB."	0	709	2	705	154	545	162	531	693								
"AL"	2012	"Houston"	"TAYLOR"	0	1320	2	1315	180	1127	168	1126	1294								
"AL"	2012	"Houston"	"VAUGHN BLUMBERG"	0	1125	2	1122	597	519	577	527	1104								
"AL"	2012	"Houston"	"WALTON PARK"	0	1859	2	1857	1748	108	1687	124	1811								
"AL"	2012	"Houston"	"WATER AND ELECTRIC"	0	3788	2	3779	633	3112	654	3062	3716								
"AL"	2012	"Houston"	"WEBB"	0	718	2	711	180	527	176	522	698								
"AL"	2012	"Houston"	"WESTGATE"	0	7152	2	7136	1051	6033	1064	6000	7064								
"AL"	2012	"Houston"	"WICKSBURG"	0	1099	2	1094	97	980	98	980	1078								
"AL"	2012	"Houston"	"WIREGRASS PARK"	0	2930	2	2919	1668	1240	1634	1245	2879								
"AL"	2012	"Jackson"	"ABSENTEE"	0	927	5	898	266	618	258	616	874	4	0	1	1				
"AL"	2012	"Jackson"	"ASPEL JACKSON WATERWORKS"	0	173	5	171	41	129	40	114	154								
"AL"	2012	"Jackson"	"BISHOP HALLS STORE"	0	65	5	61	25	32	24	32	56								
"AL"	2012	"Jackson"	"BRIDGEPORT COMMUNITY CENTER"	0	1320	5	1293	549	721	560	652	1212								
"AL"	2012	"Jackson"	"BRYANT COMMUNITY BLDG."	0	820	5	807	138	658	157	575	732								
"AL"	2012	"Jackson"	"CHRISTIAN HOME"	0	221	5	217	55	161	56	146	202								
"AL"	2012	"Jackson"	"CROW FIRE HALL"	0	159	5	156	40	116	41	99	140								
"AL"	2012	"Jackson"	"DEANS CHAPEL COMMUNITY"	0	276	5	269	76	191	91	175	266								
"AL"	2012	"Jackson"	"DUTTON CITY HALL"	0	938	5	918	257	647	283	618	901								
"AL"	2012	"Jackson"	"ESTILL FORK PRINCES STORE"	0	83	5	82	7	74	7	63	70								
"AL"	2012	"Jackson"	"FACKLER FIRE HALL"	0	382	5	375	111	255	113	240	353								
"AL"	2012	"Jackson"	"FLAT ROCK RURITAN BLDG."	0	384	5	372	90	275	97	258	355								
"AL"	2012	"Jackson"	"GARTH BAPTIST CHURCH"	0	123	5	118	39	76	36	81	117								
"AL"	2012	"Jackson"	"HAMBRICK COMMUNITY"	0	24	5	20	8	11	8	13	21								
"AL"	2012	"Jackson"	"HIGDON NORTH SAND MT. SCHOOL"	0	617	5	604	139	454	181	355	536								
"AL"	2012	"Jackson"	"HOLLY SPRINGS BAPTIST CHURCH"	0	81	5	80	13	66	16	65	81								
"AL"	2012	"Jackson"	"HOLLYTREE GROCERY"	0	101	5	99	39	60	38	57	95								
"AL"	2012	"Jackson"	"HOLLYWOOD CITY HALL"	0	749	5	738	306	423	303	409	712								
"AL"	2012	"Jackson"	"HYTOP TOWN HALL"	0	164	5	156	28	127	27	121	148								
"AL"	2012	"Jackson"	"LANGSTON CITY HALL"	0	113	5	112	23	88	22	86	108								
"AL"	2012	"Jackson"	"LARKINSVILLE STOCK BARN"	0	353	5	348	93	253	92	234	326								
"AL"	2012	"Jackson"	"LETCHER CHURCH OF GOD"	0	182	5	175	33	140	39	128	167								
"AL"	2012	"Jackson"	"LIMROCK FIRE HALL"	0	173	5	162	56	105	58	101	159								
"AL"	2012	"Jackson"	"LONG ISLAND COMMUNITY CENTER"	0	79	5	76	13	59	14	56	70								
"AL"	2012	"Jackson"	"MACEDONIA SCHOOL"	0	611	5	600	143	454	159	349	508	4	8	51	59				
"AL"	2012	"Jackson"	"MINKCREEK NEWHOPE METHODIST"	0	213	5	208	36	166	42	149	191	4	4	6	10				
"AL"	2012	"Jackson"	"PAINT ROCK SR CITIZEN CENTER"	0	210	5	208	37	167	33	167	200								
"AL"	2012	"Jackson"	"PISGAH CITY HALL"	0	884	5	866	291	557	312	506	818								
"AL"	2012	"Jackson"	"PLEASANT GROVES COMM. CENTER"	0	153	5	138	12	125	28	100	128								
"AL"	2012	"Jackson"	"PRINCETON FIRE HALL"	0	69	5	67	11	53	21	42	63								
"AL"	2012	"Jackson"	"PROVISIONAL"	0	0	5	0	0	0	0	0	0	4	0	0	0				
"AL"	2012	"Jackson"	"ROSALIE COMMUNITY CENTER"	0	566	5	542	201	331	230	294	524								
"AL"	2012	"Jackson"	"SCOTTSBORO REC.COM. BLDG."	0	5962	5	5869	1505	4279	1575	4114	5689								
"AL"	2012	"Jackson"	"SECTION NEW CITY HALL"	0	789	5	767	211	541	225	523	748								
"AL"	2012	"Jackson"	"SKYLINE CITY HALL"	0	716	5	690	125	554	162	496	658								
"AL"	2012	"Jackson"	"STEVENSON CITY PARK"	0	1481	5	1456	628	812	610	764	1374								
"AL"	2012	"Jackson"	"TRENTON FIRE HALL"	0	61	5	61	9	48	15	42	57								
"AL"	2012	"Jackson"	"TUPELO/PIKEVILLE STORE"	0	263	5	255	42	207	50	198	248								
"AL"	2012	"Jackson"	"WOODVILLE BOB JONES COMMUNITY"	0	536	5	521	121	389	127	385	512								
"AL"	2012	"Jefferson"	"1501 MT. OLIVE ELEM"	4450	3596	6	3586	283	3273	469	3056	3525								
"AL"	2012	"Jefferson"	"1502 BAGLEY JR HIGH SCH."	2404	1916	6	1910	165	1725	271	1604	1875								
"AL"	2012	"Jefferson"	"1503 MASONIC LODGE W.J."	1064	781	6	781	68	711	105	655	760								
"AL"	2012	"Jefferson"	"1504 ALLIANCE COMM.CNT"	1476	1151	6	1142	94	1033	174	961	1135								
"AL"	2012	"Jefferson"	"1505 SYLVAN SPRINGS COMM"	1320	1048	6	1044	59	976	122	905	1027								
"AL"	2012	"Jefferson"	"1506 PLEASANT GROVE BAPT"	5718	4487	6	4473	2028	2414	2079	2322	4401								
"AL"	2012	"Jefferson"	"1507 CONCORD HIGHLANDS BA"	2354	1840	6	1830	116	1691	211	1579	1790								
"AL"	2012	"Jefferson"	"1508 VALLEY CREEK BAPT."	2412	1929	6	1923	342	1571	398	1492	1890								
"AL"	2012	"Jefferson"	"1510 OAK GROVE F.B.C."	1304	1018	6	1016	62	942	126	875	1001								
"AL"	2012	"Jefferson"	"1511 PLEAS HILL U.M.C."	7112	5784	7	5769	1472	4259	1675	3948	5623	6	0	0	0				
"AL"	2012	"Jefferson"	"3401 CORNER SCHOOL"	2128	1674	6	1667	95	1555	187	1450	1637								
"AL"	2012	"Jefferson"	"4301 ST PETER CAT CHR"	544	417	6	410	135	267	150	251	401								
"AL"	2012	"Jefferson"	"4401 TRUSS CITY HALL"	6172	4803	6	4784	753	3984	922	3769	4691								
"AL"	2012	"Jefferson"	"4402 TRUSS 1ST BAPT"	6496	5287	6	5271	711	4527	945	4226	5171								
"AL"	2012	"Jefferson"	"4403 MT VIEW BAPT CH"	4168	3304	6	3282	1079	2178	1172	2064	3236	7	0	0	0				
"AL"	2012	"Jefferson"	"4404 CLVIEW BAPTIST CH"	3128	2388	6	2371	744	1603	807	1532	2339	7	0	0	0				
"AL"	2012	"Jefferson"	"4405 CENTER POINT CTHS"	3680	2868	7	2863	1912	939	1947	880	2827	6	1	0	1				
"AL"	2012	"Jefferson"	"4406 HILLDLE BAPTIST"	3360	2607	7	2605	1802	785	1766	446	2212	6	81	278	359				
"AL"	2012	"Jefferson"	"4501 5416 MCELWAIN BAP"	2700	2043	6	2031	561	1432	586	1366	1952								
"AL"	2012	"Jefferson"	"4502 CHEROKEE BEND SCH"	1984	1590	6	1588	294	1278	297	1256	1553								
"AL"	2012	"Jefferson"	"4503 IRONDALE SR BLD"	4222	2661	6	2652	1768	863	1771	839	2610								
"AL"	2012	"Jefferson"	"4504 FIRE STATION #31"	464	353	6	351	129	218	141	202	343								
"AL"	2012	"Jefferson"	"4505 HUFFMAN MIDDLE"	2646	2086	6	2079	1362	701	1371	680	2051								
"AL"	2012	"Jefferson"	"4506 BREWSTER RD BAPT"	3886	2997	7	2988	1920	1047	1966	933	2899	6	10	13	23				
"AL"	2012	"Jefferson"	"4507 1ST UMC OF CENTER"	1776	1363	7	1360	1000	358	1013	319	1332								
"AL"	2012	"Jefferson"	"4508 LEEDS CIVIC CENTER"	2108	1543	6	1536	728	786	857	649	1506								
"AL"	2012	"Jefferson"	"4509 LEEDS FIRST U.M.C."	3784	3070	6	3050	603	2424	995	2016	3011								
"AL"	2012	"Jefferson"	"4510 SULPHER SPRING CH."	208	167	6	167	35	132	42	124	166								
"AL"	2012	"Jefferson"	"4601 HUNTER STREET BAP"	6788	5411	6	5391	1365	3968	1359	3567	4926	7	110	245	355				
"AL"	2012	"Jefferson"	"4602 PRNCE O PEACE CHR"	5894	4794	6	4769	1231	3495	1357	3344	4701								
"AL"	2012	"Jefferson"	"4603 SHADES CREST BAP"	2424	1943	6	1919	406	1484	468	1405	1873								
"AL"	2012	"Jefferson"	"4604 BLUFF PARK METH."	3318	2582	6	2561	833	1682	890	1615	2505								
"AL"	2012	"Jefferson"	"4605 EDGEWOOD ELEMENTARY"	2748	2169	6	2154	742	1371	766	1313	2079								
"AL"	2012	"Jefferson"	"4606 HOMEWOOD PUB LIB"	3848	2886	6	2873	865	1969	858	1927	2785								
"AL"	2012	"Jefferson"	"4607 MT BROOK GRAM SCH"	924	740	6	735	115	612	132	591	723								
"AL"	2012	"Jefferson"	"4608 ST. LUKES EPIS CH."	2056	1676	6	1667	278	1379	248	1377	1625								
"AL"	2012	"Jefferson"	"4609 MT BRK CITY HALL"	3296	2640	6	2629	413	2189	428	2126	2554								
"AL"	2012	"Jefferson"	"4701 HOOVER PRK & REC"	3412	2722	6	2718	1796	895	1798	870	2668								
"AL"	2012	"Jefferson"	"4702 OAKMONT PRES CHR"	2576	2079	6	2074	436	1616	507	1522	2029								
"AL"	2012	"Jefferson"	"4703 ST PETER CAT CHR"	3840	3006	6	2994	1006	1948	1062	1872	2934								
"AL"	2012	"Jefferson"	"4704 ST MARK UMC"	3564	2773	6	2756	582	2133	658	2038	2696								
"AL"	2012	"Jefferson"	"4705 VEST. HILLS C. C."	5708	4086	6	4067	1154	2870	1180	2765	3945								
"AL"	2012	"Jefferson"	"4706 MT.TOP COM CHR"	1932	1546	6	1538	463	1054	479	1026	1505								
"AL"	2012	"Jefferson"	"4707 TOWN VILL. VEST."	2706	2077	6	2065	358	1701	413	1604	2017								
"AL"	2012	"Jefferson"	"4708 VEST HILLS UMC"	2676	2145	6	2135	424	1692	458	1626	2084								
"AL"	2012	"Jefferson"	"4801 HOOVER PUB. LIB"	1860	1455	6	1449	650	784	657	746	1403								
"AL"	2012	"Jefferson"	"4802 MTN CHAPEL UMC"	3840	3033	6	3019	453	2532	560	2400	2960								
"AL"	2012	"Jefferson"	"4803 ST. THOMAS EPIS CH"	2812	2282	6	2274	585	1666	622	1575	2197								
"AL"	2012	"Jefferson"	"4804 FIRE STATION #2"	3210	2513	6	2502	520	1966	541	1862	2403								
"AL"	2012	"Jefferson"	"4805 NEW MERKLE"	3380	2596	6	2580	587	1943	654	1858	2512								
"AL"	2012	"Jefferson"	"4806 BROOKWOOD BAP CHR"	3982	3140	6	3124	645	2448	689	2353	3042								
"AL"	2012	"Jefferson"	"4807 LIBERTY PARK BAP"	2654	2273	6	2268	393	1866	444	1761	2205								
"AL"	2012	"Jefferson"	"4808 KOREAN UMC"	1528	1185	6	1177	348	808	391	755	1146								
"AL"	2012	"Jefferson"	"5101 GARDENDALE CIVIC"	9716	7485	6	7455	1151	6218	1427	5882	7309								
"AL"	2012	"Jefferson"	"5102 MORRIS TOWN HALL"	1788	1417	6	1405	109	1289	171	1217	1388								
"AL"	2012	"Jefferson"	"5103 KIMBERLY TOWN HALL"	1896	1606	6	1602	127	1459	182	1391	1573								
"AL"	2012	"Jefferson"	"5104 WARRIOR CITY HALL"	2218	1582	6	1574	368	1191	421	1121	1542								
"AL"	2012	"Jefferson"	"5105 TRAFFORD TOWN HALL"	740	499	6	496	50	441	86	397	483								
"AL"	2012	"Jefferson"	"5106 KERMITJOHNSON SCHOOL"	2028	1501	6	1494	237	1250	318	1156	1474								
"AL"	2012	"Jefferson"	"5107 PALMERDALE U.M.C."	2432	1983	6	1977	337	1627	405	1536	1941								
"AL"	2012	"Jefferson"	"5108 PINSON UMC"	3276	2556	6	2550	1254	1285	1294	1208	2502	7	0	0	0				
"AL"	2012	"Jefferson"	"5109 CLAY COMM CENTER"	5348	4137	6	4122	567	3501	744	3290	4034								
"AL"	2012	"Jefferson"	"5201 CENTRAL PARK REC CNT"	2548	1969	7	1967	1900	64	1882	76	1958								
"AL"	2012	"Jefferson"	"5202 LEE ELEM SCHOOL"	1454	1118	7	1118	1110	8	1081	15	1096								
"AL"	2012	"Jefferson"	"5203 WIGGINS LIBRARY"	1760	1368	7	1366	1352	10	1331	19	1350								
"AL"	2012	"Jefferson"	"5204 HARRISON PARK REC"	3016	2284	7	2276	2248	27	2212	37	2249								
"AL"	2012	"Jefferson"	"5205 HEMPHILL SCHOOL REC"	1020	750	7	749	740	9	728	12	740								
"AL"	2012	"Jefferson"	"5206 JACKSON ELEM SCH"	1572	1219	7	1217	1208	5	1183	14	1197								
"AL"	2012	"Jefferson"	"5207 HENRY CRUMPTON REC"	1218	1016	7	1011	1001	10	1000	8	1008								
"AL"	2012	"Jefferson"	"5208 SHADY GROVE BAPTIST"	772	633	7	632	415	211	418	199	617								
"AL"	2012	"Jefferson"	"5209 MACEDONIA CHURCH"	324	271	7	270	257	13	252	13	265								
"AL"	2012	"Jefferson"	"5210 ROSS BRIDGE WELCOME"	2134	1958	7	1953	691	1252	715	1164	1879								
"AL"	2012	"Jefferson"	"5211 E. S. & S."	880	572	6	568	278	279	276	274	550								
"AL"	2012	"Jefferson"	"5212 HOMEWOOD COURTHOUSE"	3084	2308	7	2302	1408	872	1411	813	2224								
"AL"	2012	"Jefferson"	"5213 HOMEWOOD EXCEPT"	1724	1258	7	1251	610	624	622	556	1178								
"AL"	2012	"Jefferson"	"5214 SHADES CAHABA SCH"	2132	1706	6	1696	495	1176	507	1120	1627								
"AL"	2012	"Jefferson"	"5215 AFTON LEE COMM CNTR"	220	173	7	173	168	4	163	4	167								
"AL"	2012	"Jefferson"	"5216 BHM BOTANIC GARDENS"	676	557	6	552	177	364	146	386	532								
"AL"	2012	"Jefferson"	"5301 LEGION FIELD LOBBY"	3172	2530	7	2526	2508	17	2449	39	2488								
"AL"	2012	"Jefferson"	"5303 HILL ELEM SCHOOL"	1268	923	7	923	912	11	898	15	913								
"AL"	2012	"Jefferson"	"5304 MEMORIAL REC CENTER"	3072	2225	7	2224	2206	18	2159	24	2183								
"AL"	2012	"Jefferson"	"5305 CENTER STR SCHOOL"	2440	1887	7	1887	1871	14	1846	20	1866								
"AL"	2012	"Jefferson"	"5306 GLEN IRIS ELEM SCH"	1844	1231	7	1221	854	317	839	319	1158								
"AL"	2012	"Jefferson"	"5307 GREEN SPR BAP CHR"	1416	1059	7	1055	728	310	739	290	1029								
"AL"	2012	"Jefferson"	"5308 RAMSAY ALT HS"	2742	1723	7	1704	1110	542	1110	515	1625								
"AL"	2012	"Jefferson"	"5309 SOUTHSIDE LIBRARY"	516	305	7	303	188	106	196	94	290								
"AL"	2012	"Jefferson"	"5310 BAPTIST CH COVENANT"	2736	1947	7	1938	1097	787	1091	714	1805								
"AL"	2012	"Jefferson"	"5401 WILKERSON MIDDLE SCH"	1512	1146	7	1146	1139	7	1129	10	1139								
"AL"	2012	"Jefferson"	"5403 LEWIS ELEM SCHOOL"	580	427	7	426	424	1	418	4	422								
"AL"	2012	"Jefferson"	"5404 MT ZION COMM CHURCH."	1312	908	7	908	902	4	882	17	899								
"AL"	2012	"Jefferson"	"5406 COURTHOUSE LOBBY"	2026	1255	7	1245	1056	170	1028	173	1201								
"AL"	2012	"Jefferson"	"5407 SOUTHTOWN HOUSING"	626	477	7	477	411	60	389	72	461								
"AL"	2012	"Jefferson"	"5408 MORTON SIMPSON CNT"	996	844	7	843	837	6	814	14	828								
"AL"	2012	"Jefferson"	"5409 AVONDALE LIBRARY"	1690	1275	6	1266	816	418	618	435	1053	7	140	31	171				
"AL"	2012	"Jefferson"	"5410 AVONDALE ELEM SCH"	1634	1271	6	1259	730	510	711	515	1226								
"AL"	2012	"Jefferson"	"5411 WILLOW WOOD REC CEN"	1788	1257	7	1254	1196	55	1178	58	1236								
"AL"	2012	"Jefferson"	"5412 N AVONDALE LIBRARY"	672	524	7	523	519	4	514	4	518								
"AL"	2012	"Jefferson"	"5413 FIRE STATION #12"	1980	1560	7	1554	1229	303	1242	253	1495								
"AL"	2012	"Jefferson"	"5414 CRESTWOOD COM CEN"	2928	2127	6	2110	1184	877	1177	872	2049								
"AL"	2012	"Jefferson"	"5415 IRONDALE CITY HALL"	792	551	6	546	206	335	223	310	533	7	4	0	4				
"AL"	2012	"Jefferson"	"5501 MAYTOWN BABTIST CHUR"	204	163	6	163	14	147	20	139	159								
"AL"	2012	"Jefferson"	"5503 BOOKER HTS DEV CORP"	74	63	6	63	62	1	59	3	62								
"AL"	2012	"Jefferson"	"5504 MULGA TOWN HALL"	744	535	6	531	204	326	204	305	509								
"AL"	2012	"Jefferson"	"5505 ADAMSVILLE BAPTIST"	2130	1627	6	1618	633	974	663	937	1600								
"AL"	2012	"Jefferson"	"5506 ADAMSVILLE SEN"	1968	1406	6	1405	874	521	872	480	1352	7	16	10	26				
"AL"	2012	"Jefferson"	"5507 FIRE STA, MINOR"	1372	993	7	987	601	384	633	343	976								
"AL"	2012	"Jefferson"	"5508 FIRE STATION #17"	1784	1307	7	1306	1146	158	1135	151	1286								
"AL"	2012	"Jefferson"	"5509 ENSLEY PARK REC CEN"	2968	2381	7	2378	2324	52	2304	54	2358								
"AL"	2012	"Jefferson"	"5510 C. J. DONALD SCHOOL"	828	645	7	642	604	37	598	37	635								
"AL"	2012	"Jefferson"	"5511 FIRE STATION #1"	2744	1713	7	1713	1705	7	1678	10	1688								
"AL"	2012	"Jefferson"	"5512 CHARLES BROWN"	2758	2059	7	2054	2002	48	1987	53	2040								
"AL"	2012	"Jefferson"	"5513 CENTRAL PARK SCHOOL"	1730	1268	7	1265	1242	22	1237	19	1256								
"AL"	2012	"Jefferson"	"5514 FIVE POINTS WEST LIB"	1076	799	7	799	782	16	770	18	788								
"AL"	2012	"Jefferson"	"5601 MORGAN UMC"	3118	2493	6	2483	745	1706	836	1608	2444	7	0	0	0				
"AL"	2012	"Jefferson"	"5602 PARKWOOD CHURCH"	352	231	7	230	37	193	50	169	219								
"AL"	2012	"Jefferson"	"5603 MUSCODA COM CEN"	838	599	7	595	360	233	372	215	587								
"AL"	2012	"Jefferson"	"5604 JONESBORO ELEM"	3034	2129	7	2123	1392	713	1425	666	2091								
"AL"	2012	"Jefferson"	"5605 FIRE DEP ADMIN BLD"	1584	1094	7	1093	1054	39	1047	32	1079								
"AL"	2012	"Jefferson"	"5606 THOMPSON MANOR"	1208	850	7	846	758	86	753	81	834								
"AL"	2012	"Jefferson"	"5607 BESSEMER CITY HALL"	1724	1094	7	1093	943	150	953	129	1082								
"AL"	2012	"Jefferson"	"5608 SOUTHSIDE HOMES"	2226	1634	7	1631	1620	10	1589	21	1610								
"AL"	2012	"Jefferson"	"5609 DUNBAR-ABRAMS COM"	2164	1474	7	1469	1462	7	1448	8	1456								
"AL"	2012	"Jefferson"	"5610 FIRE STATION #5"	1252	888	6	885	786	97	761	103	864								
"AL"	2012	"Jefferson"	"5611 LAWSON STATE"	3942	3149	7	3139	2157	973	2206	898	3104								
"AL"	2012	"Jefferson"	"5612 JOHNS COMM CENT"	804	621	6	618	146	469	192	414	606								
"AL"	2012	"Jefferson"	"5613 NEW BEGINNING CHURCH"	2036	1323	7	1319	1241	77	1231	67	1298								
"AL"	2012	"Jefferson"	"5615 NEW BETH BAP CHR"	688	544	7	543	540	2	534	2	536								
"AL"	2012	"Jefferson"	"5701 PLEASANT RIDGE BAPT"	5006	3635	6	3622	1139	2446	1240	2333	3573	7	0	0	0				
"AL"	2012	"Jefferson"	"5703 BROOKLANE COMM"	2540	1913	6	1907	1111	780	1109	727	1836	7	25	20	45				
"AL"	2012	"Jefferson"	"5704 NEW BETHEM BAPT"	1466	1235	7	1233	1183	47	1174	45	1219	6	1	0	1				
"AL"	2012	"Jefferson"	"5705 FAIRFIELD CITY HALL"	210	155	7	155	146	9	144	11	155								
"AL"	2012	"Jefferson"	"5706 MOUNT PILGRIM BAPT"	1600	1232	7	1229	1194	34	1195	30	1225								
