state	year	county	precinct	vtd	g2012_USP_dv	g2012_USP_rv	g2012_USP_tv	cd	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv
"KS"	2012	"SALINE"	"Salina Precinct 07"	"000180"	181	224	425	1		318	318
"KS"	2012	"SALINE"	"Salina Precinct 08"	"000190"	182	210	400	1		280	280
"KS"	2012	"SALINE"	"Salina Precinct 09"	"000200"	154	227	406	1		298	298
"KS"	2012	"SALINE"	"Salina Precinct 10"	"000210"	152	199	367	1		270	270
"KS"	2012	"SALINE"	"Salina Precinct 11"	"000220"	146	222	375	1		294	294
"KS"	2012	"SALINE"	"Salina Precinct 12"	"000230"	238	294	557	1		407	407
"KS"	2012	"SALINE"	"Salina Precinct 13"	"000240"	134	210	351	1		271	271
"KS"	2012	"SALINE"	"Salina Precinct 14 Part A"	"00025A"	183	275	476	1		392	392
"KS"	2012	"SALINE"	"Salina Precinct 15 Part A"	"00026A"	181	157	346	1		203	203
"KS"	2012	"SALINE"	"Salina Precinct 15 Part A Exclave 1"	"900030"	0	0	0	1		0	0
"KS"	2012	"SALINE"	"Salina Precinct 15 Part A Exclave 2"	"900040"	0	0	0	1		0	0
"KS"	2012	"SALINE"	"Salina Precinct 15 Part A Exclave 3"	"900050"	0	0	0	1		0	0
"KS"	2012	"SALINE"	"Salina Precinct 15 Part A Exclave 4"	"900060"	0	0	0	1		0	0
"KS"	2012	"SALINE"	"Salina Precinct 16"	"000270"	105	170	282	1		217	217
"KS"	2012	"SALINE"	"Salina Precinct 17"	"000280"	150	169	330	1		228	228
"KS"	2012	"SALINE"	"Salina Precinct 18"	"000290"	137	247	391	1		311	311
"KS"	2012	"SALINE"	"Salina Precinct 19"	"000300"	127	348	482	1		359	359
"KS"	2012	"SALINE"	"Salina Precinct 20 Part A"	"00031A"	267	709	987	1		706	706
"KS"	2012	"SALINE"	"Salina Precinct 21 Part A"	"00032A"	282	634	931	1		670	670
"KS"	2012	"SALINE"	"Salina Precinct 22 Part A"	"00033A"	198	607	817	1		599	599
"KS"	2012	"SALINE"	"Salina Precinct 22 Part A Exclave"	"900070"	0	0	0	1		0	0
"KS"	2012	"SALINE"	"Salina Precinct 23"	"000340"	342	678	1039	1		795	795
"KS"	2012	"SALINE"	"Salina Precinct 24"	"000350"	141	216	365	1		266	266
"KS"	2012	"SALINE"	"Salina Precinct 25"	"000360"	123	152	296	1		220	220
"KS"	2012	"SALINE"	"Salina Precinct 26"	"000370"	131	218	357	1		268	268
"KS"	2012	"SALINE"	"Salina Precinct 27"	"000380"	176	328	523	1		412	412
"KS"	2012	"SALINE"	"Salina Precinct 28"	"000390"	108	251	370	1		293	293
"KS"	2012	"SALINE"	"Salina Precinct 29"	"000400"	173	373	555	1		430	430
"KS"	2012	"SALINE"	"Salina Precinct 30"	"000410"	150	297	454	1		356	356
"KS"	2012	"SALINE"	"Salina Precinct 31 Part A"	"00042A"	317	777	1114	1		893	893
"KS"	2012	"SALINE"	"Salina Precinct 32"	"000430"	105	214	328	1		265	265
"KS"	2012	"SALINE"	"Salina Precinct 33"	"000440"	192	417	631	1		493	493
"KS"	2012	"SALINE"	"Salina Precinct 33 Exclave"	"900080"	0	0	0	1		0	0
"KS"	2012	"SALINE"	"Salina Precinct 34"	"000450"	321	647	993	1		770	770
"KS"	2012	"SALINE"	"Salina Precinct 35"	"00046A"	248	410	685	1		525	525
"KS"	2012	"SALINE"	"Salina Precinct 35 Exclave"	"900090"	0	0	0	1		0	0
"KS"	2012	"SALINE"	"Smokey Hill Township Part B"	"00047B"	30	89	125	1		106	106
"KS"	2012	"SALINE"	"Smokey Hill Township Part B Enclave 1"	"900110"	0	0	0	1		0	0
"KS"	2012	"SALINE"	"Smokey Hill Township Part B Exclave 1"	"900100"	0	0	0	1		0	0
"KS"	2012	"SALINE"	"Smoky View Township"	"000480"	108	264	382	1		317	317
"KS"	2012	"SALINE"	"Smolan Township"	"000490"	101	260	371	1		309	309
"KS"	2012	"SALINE"	"Solomon Township"	"000500"	43	160	206	1		168	168
"KS"	2012	"SALINE"	"Spring Creek Township"	"000510"	35	154	193	1		170	170
"KS"	2012	"SALINE"	"Walnut Township"	"000520"	73	217	298	1		244	244
"KS"	2012	"SALINE"	"Washington Township"	"300010"	15	65	82	1		69	69
"KS"	2012	"SCOTT"	"Beaver Township"	"000010"	9	80	90	1		81	81
"KS"	2012	"SCOTT"	"Isbel Township"	"000020"	4	43	49	1		45	45
"KS"	2012	"SCOTT"	"Keystone Township"	"000030"	6	42	50	1		47	47
"KS"	2012	"SCOTT"	"Lake Township"	"000040"	0	31	31	1		31	31
"KS"	2012	"SCOTT"	"Michigan Township"	"000050"	0	36	36	1		36	36
"KS"	2012	"SCOTT"	"Scott City Ward 1"	"000060"	61	215	286	1		250	250
"KS"	2012	"SCOTT"	"Scott City Ward 2"	"000070"	50	441	495	1		454	454
"KS"	2012	"SCOTT"	"Scott City Ward 3"	"000080"	54	322	393	1		356	356
"KS"	2012	"SCOTT"	"Scott City Ward 4"	"000090"	79	340	425	1		366	366
"KS"	2012	"SCOTT"	"Scott Township"	"00010A"	8	101	112	1		104	104
"KS"	2012	"SCOTT"	"Valley Township"	"000110"	6	77	85	1		72	72
"KS"	2012	"SEDGWICK"	"101"		527	458	1031	4	421	459	966
"KS"	2012	"SEDGWICK"	"102"		205	153	369	4	175	152	358
"KS"	2012	"SEDGWICK"	"103"		58	47	106	4	53	35	97
"KS"	2012	"SEDGWICK"	"104"		15	20	37	4	12	18	34
"KS"	2012	"SEDGWICK"	"105"		370	181	583	4	326	191	562
"KS"	2012	"SEDGWICK"	"106"		164	108	295	4	151	98	283
"KS"	2012	"SEDGWICK"	"107"		578	111	711	4	505	105	662
"KS"	2012	"SEDGWICK"	"108"		467	271	771	4	400	289	742
"KS"	2012	"SEDGWICK"	"109"		765	290	1092	4	648	311	1021
"KS"	2012	"SEDGWICK"	"110 & 111"		139	186	331	4	117	185	322
"KS"	2012	"SEDGWICK"	"112"		772	336	1130	4	668	360	1069
"KS"	2012	"SEDGWICK"	"113"		718	63	799	4	616	81	730
"KS"	2012	"SEDGWICK"	"114"		768	19	797	4	662	51	733
"KS"	2012	"SEDGWICK"	"116"		1159	53	1225	4	952	80	1074
"KS"	2012	"SEDGWICK"	"117"		1050	49	1109	4	902	76	991
"KS"	2012	"SEDGWICK"	"118"		956	149	1123	4	854	167	1059
"KS"	2012	"SEDGWICK"	"119"		651	242	910	4	570	262	863
"KS"	2012	"SEDGWICK"	"120"		565	291	879	4	518	292	843
"KS"	2012	"SEDGWICK"	"121"		384	437	839	4	323	442	805
"KS"	2012	"SEDGWICK"	"122"		785	633	1458	4	643	668	1384
"KS"	2012	"SEDGWICK"	"123"		50	59	112	4	42	61	107
"KS"	2012	"SEDGWICK"	"126"		93	125	221	4	73	130	210
"KS"	2012	"SEDGWICK"	"127"		85	152	244	4	71	156	234
"KS"	2012	"SEDGWICK"	"128"		122	54	182	4	110	48	174
"KS"	2012	"SEDGWICK"	"129"		133	94	247	4	118	90	237
"KS"	2012	"SEDGWICK"	"130"		361	222	616	4	297	235	594
"KS"	2012	"SEDGWICK"	"131"		4	10	14	4	4	10	14
"KS"	2012	"SEDGWICK"	"132 & 124"		14	4	19	4	9	6	16
"KS"	2012	"SEDGWICK"	"201"		627	632	1318	4	528	636	1276
"KS"	2012	"SEDGWICK"	"202"		591	666	1292	4	483	670	1241
"KS"	2012	"SEDGWICK"	"203"		473	513	1013	4	393	533	982
"KS"	2012	"SEDGWICK"	"204"		380	491	897	4	320	502	867
"KS"	2012	"SEDGWICK"	"205"		244	113	379	4	224	101	362
"KS"	2012	"SEDGWICK"	"206"		181	139	327	4	141	147	311
"KS"	2012	"SEDGWICK"	"207"		622	621	1258	4	520	626	1212
"KS"	2012	"SEDGWICK"	"208"		191	178	383	4	166	180	369
"KS"	2012	"SEDGWICK"	"209"		480	419	923	4	408	408	875
"KS"	2012	"SEDGWICK"	"210"		543	515	1088	4	455	525	1049
"KS"	2012	"SEDGWICK"	"211"		253	381	650	4	216	382	633
"KS"	2012	"SEDGWICK"	"212"		501	718	1241	4	423	714	1198
"KS"	2012	"SEDGWICK"	"213"		453	892	1379	4	379	908	1346
"KS"	2012	"SEDGWICK"	"214"		356	872	1252	4	302	872	1224
"KS"	2012	"SEDGWICK"	"215"		637	1054	1719	4	549	1037	1651
"KS"	2012	"SEDGWICK"	"216"		413	622	1055	4	335	636	1015
"KS"	2012	"SEDGWICK"	"217"		384	935	1342	4	328	912	1307
"KS"	2012	"SEDGWICK"	"218 & 220"		693	1233	1972	4	579	1227	1895
"KS"	2012	"SEDGWICK"	"221"		262	530	806	4	215	538	782
"KS"	2012	"SEDGWICK"	"222"		315	685	1021	4	278	663	986
"KS"	2012	"SEDGWICK"	"223"		369	904	1296	4	320	894	1262
"KS"	2012	"SEDGWICK"	"224"		604	716	1351	4	507	704	1296
"KS"	2012	"SEDGWICK"	"225"		626	787	1460	4	502	780	1376
"KS"	2012	"SEDGWICK"	"226"		557	1154	1747	4	445	1154	1690
"KS"	2012	"SEDGWICK"	"227"		336	902	1259	4	288	898	1230
"KS"	2012	"SEDGWICK"	"228"		220	924	1166	4	196	907	1147
"KS"	2012	"SEDGWICK"	"231"		295	202	511	4	257	202	493
"KS"	2012	"SEDGWICK"	"233"		190	278	475	4	166	274	461
"KS"	2012	"SEDGWICK"	"234"		100	91	200	4	85	90	190
"KS"	2012	"SEDGWICK"	"235"		179	132	320	4	158	128	312
"KS"	2012	"SEDGWICK"	"236"		208	584	804	4	154	600	783
"KS"	2012	"SEDGWICK"	"301"		247	195	466	4	210	192	441
"KS"	2012	"SEDGWICK"	"302"		470	361	875	4	399	360	834
"KS"	2012	"SEDGWICK"	"303"		182	210	409	4	146	219	396
"KS"	2012	"SEDGWICK"	"304"		205	210	433	4	188	198	414
"KS"	2012	"SEDGWICK"	"305"		687	645	1373	4	578	611	1294
"KS"	2012	"SEDGWICK"	"306"		739	551	1339	4	658	541	1286
"KS"	2012	"SEDGWICK"	"307"		378	204	598	4	314	202	556
"KS"	2012	"SEDGWICK"	"308"		601	395	1027	4	519	401	974
"KS"	2012	"SEDGWICK"	"309"		535	381	959	4	453	398	922
"KS"	2012	"SEDGWICK"	"310"		245	117	375	4	200	120	348
"KS"	2012	"SEDGWICK"	"311"		215	236	467	4	210	216	456
"KS"	2012	"SEDGWICK"	"312"		207	190	414	4	177	192	399
"KS"	2012	"SEDGWICK"	"313"		505	430	975	4	418	424	914
"KS"	2012	"SEDGWICK"	"314"		505	509	1048	4	413	491	1000
"KS"	2012	"SEDGWICK"	"315"		415	391	856	4	369	396	835
"KS"	2012	"SEDGWICK"	"316"		404	613	1059	4	360	573	1020
"KS"	2012	"SEDGWICK"	"317"		9	6	15	4	5	7	13
"KS"	2012	"SEDGWICK"	"318"		6	22	29	4	5	21	27
"KS"	2012	"SEDGWICK"	"319"		148	105	258	4	118	103	247
"KS"	2012	"SEDGWICK"	"320"		63	95	163	4	57	89	159
"KS"	2012	"SEDGWICK"	"321"		27	2	30	4	18	4	25
"KS"	2012	"SEDGWICK"	"323"		167	80	253	4	146	77	240
"KS"	2012	"SEDGWICK"	"324"		163	121	295	4	140	118	277
"KS"	2012	"SEDGWICK"	"325"		47	10	57	4	36	13	49
"KS"	2012	"SEDGWICK"	"326"		26	44	70	4	20	44	68
"KS"	2012	"SEDGWICK"	"401"		243	221	499	4	203	228	479
"KS"	2012	"SEDGWICK"	"402"		110	131	248	4	98	127	240
"KS"	2012	"SEDGWICK"	"403"		185	238	443	4	147	229	419
"KS"	2012	"SEDGWICK"	"404"		490	465	985	4	405	467	941
"KS"	2012	"SEDGWICK"	"405"		403	471	914	4	333	477	884
"KS"	2012	"SEDGWICK"	"406"		395	364	789	4	322	355	752
"KS"	2012	"SEDGWICK"	"407"		41	47	97	4	40	46	95
"KS"	2012	"SEDGWICK"	"408"		385	361	784	4	327	368	749
"KS"	2012	"SEDGWICK"	"409"		220	224	460	4	183	222	440
"KS"	2012	"SEDGWICK"	"410"		265	252	538	4	205	243	495
"KS"	2012	"SEDGWICK"	"411 & 505"		217	354	586	4	186	341	572
"KS"	2012	"SEDGWICK"	"412"		490	1216	1768	4	406	1185	1709
"KS"	2012	"SEDGWICK"	"413"		401	900	1347	4	300	902	1299
"KS"	2012	"SEDGWICK"	"414 & 415 & 537"		74	157	237	4	64	146	230
"KS"	2012	"SEDGWICK"	"416 & 428"		270	616	913	4	237	584	878
"KS"	2012	"SEDGWICK"	"417"		304	369	694	4	256	352	665
"KS"	2012	"SEDGWICK"	"418"		411	553	999	4	338	526	950
"KS"	2012	"SEDGWICK"	"419"		386	467	896	4	340	434	858
"KS"	2012	"SEDGWICK"	"420"		378	510	913	4	347	452	872
"KS"	2012	"SEDGWICK"	"421"		435	426	886	4	383	407	842
"KS"	2012	"SEDGWICK"	"422"		241	325	590	4	222	300	568
"KS"	2012	"SEDGWICK"	"423"		349	421	807	4	299	392	765
"KS"	2012	"SEDGWICK"	"424"		292	498	828	4	263	480	799
"KS"	2012	"SEDGWICK"	"425"		356	660	1043	4	323	608	999
"KS"	2012	"SEDGWICK"	"426"		120	159	294	4	111	142	280
"KS"	2012	"SEDGWICK"	"429"		260	253	526	4	215	248	502
"KS"	2012	"SEDGWICK"	"501"		18	77	99	4	20	70	98
"KS"	2012	"SEDGWICK"	"502"		120	337	461	4	101	316	441
"KS"	2012	"SEDGWICK"	"503"		454	623	1115	4	382	617	1075
"KS"	2012	"SEDGWICK"	"504"		394	487	910	4	340	468	870
"KS"	2012	"SEDGWICK"	"506"		423	822	1282	4	362	786	1232
"KS"	2012	"SEDGWICK"	"507"		449	793	1284	4	374	800	1235
"KS"	2012	"SEDGWICK"	"508"		412	668	1114	4	355	637	1058
"KS"	2012	"SEDGWICK"	"509"		344	702	1073	4	270	689	1022
"KS"	2012	"SEDGWICK"	"510"		302	1009	1323	4	250	981	1275
"KS"	2012	"SEDGWICK"	"511"		19	91	112	4	14	87	106
"KS"	2012	"SEDGWICK"	"512"		612	1585	2253	4	489	1574	2160
"KS"	2012	"SEDGWICK"	"513"		91	461	562	4	72	448	541
"KS"	2012	"SEDGWICK"	"514"		454	1046	1546	4	401	1004	1481
"KS"	2012	"SEDGWICK"	"515"		401	846	1278	4	336	831	1235
"KS"	2012	"SEDGWICK"	"516"		281	572	874	4	240	565	854
"KS"	2012	"SEDGWICK"	"517"		324	553	916	4	301	505	877
"KS"	2012	"SEDGWICK"	"518"		394	742	1171	4	326	737	1128
"KS"	2012	"SEDGWICK"	"519"		447	726	1201	4	362	725	1160
"KS"	2012	"SEDGWICK"	"520"		194	323	526	4	160	303	505
"KS"	2012	"SEDGWICK"	"521"		180	577	773	4	154	550	750
"KS"	2012	"SEDGWICK"	"522"		319	776	1119	4	273	753	1081
"KS"	2012	"SEDGWICK"	"523"		320	788	1134	4	297	732	1081
"KS"	2012	"SEDGWICK"	"524"		569	1190	1799	4	467	1163	1734
"KS"	2012	"SEDGWICK"	"525"		474	770	1279	4	379	772	1221
"KS"	2012	"SEDGWICK"	"526"		392	788	1216	4	322	781	1171
"KS"	2012	"SEDGWICK"	"527"		355	926	1326	4	302	899	1280
"KS"	2012	"SEDGWICK"	"529"		201	521	740	4	155	510	712
"KS"	2012	"SEDGWICK"	"530"		260	904	1184	4	210	893	1150
"KS"	2012	"SEDGWICK"	"531"		509	1357	1900	4	421	1314	1832
"KS"	2012	"SEDGWICK"	"532"		305	1078	1414	4	231	1074	1357
"KS"	2012	"SEDGWICK"	"533"		58	201	267	4	53	192	261
"KS"	2012	"SEDGWICK"	"534"		29	90	120	4	27	84	115
"KS"	2012	"SEDGWICK"	"535"		6	14	20	4	6	13	20
"KS"	2012	"SEDGWICK"	"538"		57	167	226	4	48	154	212
"KS"	2012	"SEDGWICK"	"601"		483	227	732	4	372	243	679
"KS"	2012	"SEDGWICK"	"602"		231	244	508	4	187	233	480
"KS"	2012	"SEDGWICK"	"603"		298	368	691	4	250	354	659
"KS"	2012	"SEDGWICK"	"604"		490	704	1267	4	438	661	1209
"KS"	2012	"SEDGWICK"	"605"		192	261	469	4	165	243	451
"KS"	2012	"SEDGWICK"	"606"		177	182	371	4	142	173	340
"KS"	2012	"SEDGWICK"	"607"		795	549	1391	4	699	517	1327
"KS"	2012	"SEDGWICK"	"608"		576	261	873	4	495	267	827
"KS"	2012	"SEDGWICK"	"609"		876	677	1611	4	786	656	1551
"KS"	2012	"SEDGWICK"	"610"		496	672	1215	4	425	663	1167
"KS"	2012	"SEDGWICK"	"611"		316	307	654	4	280	304	630
"KS"	2012	"SEDGWICK"	"612"		504	715	1263	4	406	705	1200
"KS"	2012	"SEDGWICK"	"613"		492	662	1186	4	433	628	1137
"KS"	2012	"SEDGWICK"	"614"		533	226	779	4	424	258	719
"KS"	2012	"SEDGWICK"	"615"		327	92	436	4	278	96	401
"KS"	2012	"SEDGWICK"	"616 & 617"		252	145	405	4	196	164	382
"KS"	2012	"SEDGWICK"	"618"		177	252	442	4	158	239	430
"KS"	2012	"SEDGWICK"	"619"		513	632	1182	4	452	581	1123
"KS"	2012	"SEDGWICK"	"620"		255	345	613	4	223	331	595
"KS"	2012	"SEDGWICK"	"621"		6	16	22	4	2	17	21
"KS"	2012	"SEDGWICK"	"622"		147	442	600	4	133	412	579
"KS"	2012	"SEDGWICK"	"623"		303	714	1038	4	284	652	1001
"KS"	2012	"SEDGWICK"	"624"		53	43	100	4	42	44	97
"KS"	2012	"SEDGWICK"	"625"		89	155	251	4	74	149	240
"KS"	2012	"SEDGWICK"	"626"		2	4	6	4	2	4	6
"KS"	2012	"SEDGWICK"	"627"		44	58	106	4	41	58	105
"KS"	2012	"SEDGWICK"	"628"		205	460	685	4	169	454	663
"KS"	2012	"SEDGWICK"	"AF"		154	591	761	4	120	576	738
"KS"	2012	"SEDGWICK"	"AT01"		8	55	67	4	6	53	62
"KS"	2012	"SEDGWICK"	"AT02"		47	83	139	4	42	87	134
"KS"	2012	"SEDGWICK"	"AT03"		54	284	340	4	52	267	327
"KS"	2012	"SEDGWICK"	"AT05"		58	197	256	4	45	196	245
"KS"	2012	"SEDGWICK"	"AT06"		3	39	42	4	2	37	39
"KS"	2012	"SEDGWICK"	"AT07"		39	95	136	4	34	93	135
"KS"	2012	"SEDGWICK"	"AT08"		18	37	58	4	17	35	53
"KS"	2012	"SEDGWICK"	"BA01"		477	878	1389	4	418	856	1341
"KS"	2012	"SEDGWICK"	"BA02"		464	732	1220	4	384	730	1181
"KS"	2012	"SEDGWICK"	"BA03"		313	495	824	4	249	521	801
"KS"	2012	"SEDGWICK"	"DB11"		366	872	1264	4	282	855	1214
"KS"	2012	"SEDGWICK"	"DB12"		222	489	727	4	182	481	702
"KS"	2012	"SEDGWICK"	"DB13 & 24 & 27"		53	111	173	4	45	114	168
"KS"	2012	"SEDGWICK"	"DB14"		130	279	421	4	99	283	408
"KS"	2012	"SEDGWICK"	"DB15"		12	30	42	4	6	32	40
"KS"	2012	"SEDGWICK"	"DB21"		236	474	732	4	204	447	704
"KS"	2012	"SEDGWICK"	"DB22"		203	469	685	4	156	466	657
"KS"	2012	"SEDGWICK"	"DB23"		83	279	367	4	72	265	353
"KS"	2012	"SEDGWICK"	"DB25"		29	33	69	4	22	42	69
"KS"	2012	"SEDGWICK"	"DB26"		137	322	473	4	123	310	463
"KS"	2012	"SEDGWICK"	"DB31"		129	215	363	4	104	208	343
"KS"	2012	"SEDGWICK"	"DB32"		80	151	240	4	68	153	230
"KS"	2012	"SEDGWICK"	"DB34"		60	141	210	4	54	131	197
"KS"	2012	"SEDGWICK"	"DB35"		118	236	359	4	90	235	346
"KS"	2012	"SEDGWICK"	"DB36"		357	762	1152	4	289	761	1098
"KS"	2012	"SEDGWICK"	"DB37"		68	103	179	4	54	106	175
"KS"	2012	"SEDGWICK"	"DB41"		170	330	517	4	146	308	493
"KS"	2012	"SEDGWICK"	"DB42"		264	871	1157	4	227	837	1121
"KS"	2012	"SEDGWICK"	"DB43"		18	16	35	4	14	15	33
"KS"	2012	"SEDGWICK"	"DB44"		224	441	687	4	175	420	650
"KS"	2012	"SEDGWICK"	"DL02"		1	2	3	4	1	2	3
"KS"	2012	"SEDGWICK"	"DL03"		0	1	1	4	1	1	2
"KS"	2012	"SEDGWICK"	"DL04"		0	1	1	4	0	1	1
"KS"	2012	"SEDGWICK"	"EA"		144	305	461	4	130	287	452
"KS"	2012	"SEDGWICK"	"ER"		16	36	52	4	11	35	50
"KS"	2012	"SEDGWICK"	"GA"		142	751	909	4	114	713	882
"KS"	2012	"SEDGWICK"	"GD"		40	237	280	4	34	223	274
"KS"	2012	"SEDGWICK"	"GN01"		98	394	510	4	82	377	491
"KS"	2012	"SEDGWICK"	"GN02"		53	154	213	4	40	159	210
"KS"	2012	"SEDGWICK"	"GO"		393	1204	1640	4	302	1201	1592
"KS"	2012	"SEDGWICK"	"GO01"		4	30	34	4	5	28	34
"KS"	2012	"SEDGWICK"	"GR"		100	348	464	4	85	335	451
"KS"	2012	"SEDGWICK"	"GY01"		415	1155	1613	4	369	1103	1567
"KS"	2012	"SEDGWICK"	"GY02"		22	39	62	4	17	34	56
"KS"	2012	"SEDGWICK"	"GY03"		14	31	46	4	14	26	44
"KS"	2012	"SEDGWICK"	"GY04"		3	6	9	4	2	6	8
"KS"	2012	"SEDGWICK"	"HA11"		273	528	822	4	228	508	784
"KS"	2012	"SEDGWICK"	"HA21 & HA23"		322	505	867	4	254	482	825
"KS"	2012	"SEDGWICK"	"HA22"		22	71	98	4	19	68	96
"KS"	2012	"SEDGWICK"	"HA31"		334	631	1013	4	272	632	970
"KS"	2012	"SEDGWICK"	"HA32"		7	21	28	4	4	20	24
"KS"	2012	"SEDGWICK"	"HA41"		277	524	828	4	225	513	800
"KS"	2012	"SEDGWICK"	"HA42"		52	146	206	4	38	136	196
"KS"	2012	"SEDGWICK"	"IL01"		82	385	476	4	70	364	465
"KS"	2012	"SEDGWICK"	"IL02"		97	285	388	4	79	268	376
"KS"	2012	"SEDGWICK"	"KE01 & 02 & 06"		3	6	9	4	2	7	9
"KS"	2012	"SEDGWICK"	"KE03"		269	572	868	4	237	556	843
"KS"	2012	"SEDGWICK"	"KE04"		13	23	38	4	9	23	36
"KS"	2012	"SEDGWICK"	"KE07"		8	13	22	4	7	13	21
"KS"	2012	"SEDGWICK"	"KE08"		2	13	15	4	1	14	15
"KS"	2012	"SEDGWICK"	"LI"		57	198	265	4	52	200	266
"KS"	2012	"SEDGWICK"	"MI01"		233	944	1197	4	197	915	1163
"KS"	2012	"SEDGWICK"	"MI02"		138	334	481	4	111	343	471
"KS"	2012	"SEDGWICK"	"MI03"		36	92	130	4	36	87	127
"KS"	2012	"SEDGWICK"	"MI04 & MI05"		1	3	4	4	1	2	4
"KS"	2012	"SEDGWICK"	"MI07"		5	7	15	4	3	12	15
"KS"	2012	"SEDGWICK"	"MI08"		15	13	33	4	8	16	32
"KS"	2012	"SEDGWICK"	"MI09"		73	143	228	4	70	131	225
"KS"	2012	"SEDGWICK"	"MI11"		1	0	1	4	1	0	1
"KS"	2012	"SEDGWICK"	"MI12"		48	60	111	4	5	50	102
"KS"	2012	"SEDGWICK"	"MO"		234	707	966	4	195	703	937
"KS"	2012	"SEDGWICK"	"MV01"		202	422	641	4	165	409	623
"KS"	2012	"SEDGWICK"	"MV02"		487	1099	1630	4	411	1086	1571
"KS"	2012	"SEDGWICK"	"NI"		300	832	1148	4	239	790	1105
"KS"	2012	"SEDGWICK"	"NI01"		47	177	230	4	40	171	226
"KS"	2012	"SEDGWICK"	"OH01"		154	477	652	4	139	435	624
"KS"	2012	"SEDGWICK"	"PA01"		50	200	256	4	43	189	255
"KS"	2012	"SEDGWICK"	"PA02 & PA03"		46	103	153	4	48	92	150
"KS"	2012	"SEDGWICK"	"PA04"		0	2	2	4	0	2	2
"KS"	2012	"SEDGWICK"	"PA05"		391	952	1378	4	310	926	1323
"KS"	2012	"SEDGWICK"	"PA06"		22	38	60	4	21	37	60
"KS"	2012	"SEDGWICK"	"PC11"		165	349	536	4	130	359	518
"KS"	2012	"SEDGWICK"	"PC12 & 14 & 15"		33	65	104	4	34	59	103
"KS"	2012	"SEDGWICK"	"PC13"		58	123	183	4	49	120	177
"KS"	2012	"SEDGWICK"	"PC21"		253	501	778	4	199	493	756
"KS"	2012	"SEDGWICK"	"PC22 & PC23"		2	6	8	4	1	5	7
"KS"	2012	"SEDGWICK"	"PC31"		171	271	469	4	155	261	456
"KS"	2012	"SEDGWICK"	"PC41"		141	217	367	4	116	215	350
"KS"	2012	"SEDGWICK"	"PC43"		108	145	255	4	94	135	242
"KS"	2012	"SEDGWICK"	"PY01"		99	362	470	4	79	354	459
"KS"	2012	"SEDGWICK"	"PY02"		16	59	76	4	16	53	73
"KS"	2012	"SEDGWICK"	"RI01"		8	4	13	4	6	6	13
"KS"	2012	"SEDGWICK"	"RI02"		12	23	36	4	13	19	35
"KS"	2012	"SEDGWICK"	"RI03"		70	90	168	4	54	98	162
"KS"	2012	"SEDGWICK"	"RI04"		122	71	208	4	102	69	203
"KS"	2012	"SEDGWICK"	"RI06"		45	93	141	4	37	85	136
"KS"	2012	"SEDGWICK"	"RI07"		164	141	325	4	127	146	312
"KS"	2012	"SEDGWICK"	"RO01"		86	275	370	4	73	267	357
"KS"	2012	"SEDGWICK"	"RO02"		11	51	64	4	10	46	62
"KS"	2012	"SEDGWICK"	"RO03"		70	224	299	4	66	216	295
"KS"	2012	"SEDGWICK"	"RO04"		12	19	33	4	12	14	31
"KS"	2012	"SEDGWICK"	"SA01"		296	656	997	4	258	624	973
"KS"	2012	"SEDGWICK"	"SA02"		233	483	736	4	207	465	715
"KS"	2012	"SEDGWICK"	"SH"		126	636	771	4	121	603	748
"KS"	2012	"SEDGWICK"	"UN01"		148	851	1011	4	105	839	987
"KS"	2012	"SEDGWICK"	"UN02"		8	74	82	4	6	72	82
"KS"	2012	"SEDGWICK"	"VA"		140	326	485	4	112	307	456
"KS"	2012	"SEDGWICK"	"VC11"		182	555	762	4	155	544	743
"KS"	2012	"SEDGWICK"	"VC21"		201	525	748	4	161	528	718
"KS"	2012	"SEDGWICK"	"VC31"		162	484	667	4	129	475	642
"KS"	2012	"SEDGWICK"	"VC32 & 42 & 43"		62	173	241	4	51	165	233
"KS"	2012	"SEDGWICK"	"VC41"		138	400	553	4	122	384	535
"KS"	2012	"SEDGWICK"	"VI"		63	160	228	4	50	161	219
"KS"	2012	"SEDGWICK"	"WA01"		15	57	73	4	10	58	70
"KS"	2012	"SEDGWICK"	"WA02"		46	150	202	4	47	134	190
"KS"	2012	"SEDGWICK"	"WA03"		10	43	54	4	11	42	54
"KS"	2012	"SEDGWICK"	"WA04"		4	10	15	4	4	10	15
"KS"	2012	"SEWARD"	"ADVANCE VOTES"	"900010"	517	1333	1866	1		1411	1411
"KS"	2012	"SEWARD"	"Fargo Township 1"	"000010"	2	28	30	1		29	29
"KS"	2012	"SEWARD"	"Fargo Township 2"	"000020"	3	22	25	1		24	24
"KS"	2012	"SEWARD"	"Fargo Township 3"	"000030"	0	20	20	1		20	20
"KS"	2012	"SEWARD"	"Fargo Township 4"	"000040"	33	38	72	1		48	48
"KS"	2012	"SEWARD"	"Kismet City"	"300010"	19	98	119	1		102	102
"KS"	2012	"SEWARD"	"Liberal Township 1"	"00005A"	7	34	42	1		39	39
"KS"	2012	"SEWARD"	"Liberal Township 1 Exclave"	"00005B"	0	0	0	1		0	0
"KS"	2012	"SEWARD"	"Liberal Township 2"	"000060"	3	23	27	1		22	22
"KS"	2012	"SEWARD"	"Liberal Township 3"	"000070"	0	34	34	1		30	30
