state	year	county	county_code	precinct_name	precinct_code	cd	g2012_USH_dv	g2012_USH_rv	g2012_USP_dv	g2012_USP_rv	g2012_USS_dv	g2012_USS_rv	g2012_USH_tv	g2012_USP_tv	g2012_USS_tv
"VA"	2012	"ROANOKE CITY"	770	"024 - RALEIGH COURT 1"	"0024"	6	594	488	729	397	748	390	1082.0	1159.0	1138.0
"VA"	2012	"ROANOKE CITY"	770	"026 - RALEIGH COURT 2"	"0026"	6	472	473	561	401	606	375	945.0	987.0	981.0
"VA"	2012	"ROANOKE CITY"	770	"027 - RALEIGH COURT 3"	"0027"	6	566	382	636	338	659	328	948.0	997.0	987.0
"VA"	2012	"ROANOKE CITY"	770	"028 - RALEIGH COURT 4"	"0028"	6	301	450	368	410	394	392	751.0	796.0	786.0
"VA"	2012	"ROANOKE CITY"	770	"029 - RALEIGH COURT 5"	"0029"	6	330	424	401	374	427	356	754.0	791.0	783.0
"VA"	2012	"ROANOKE CITY"	770	"030 - WASENA"	"0030"	6	379	405	474	341	500	342	784.0	841.0	842.0
"VA"	2012	"ROANOKE CITY"	770	"031 - FISHBURN PARK"	"0031"	6	341	548	406	508	449	481	889.0	941.0	930.0
"VA"	2012	"ROANOKE CITY"	770	"032 - GRANDIN COURT"	"0032"	6	434	500	496	469	537	429	934.0	985.0	966.0
"VA"	2012	"ROANOKE CITY"	770	"033 - SOUTH ROANOKE 1"	"0033"	6	373	738	470	676	553	597	1111.0	1162.0	1150.0
"VA"	2012	"ROANOKE CITY"	770	"034 - SOUTH ROANOKE 2"	"0034"	6	460	993	586	944	685	861	1453.0	1553.0	1546.0
"VA"	2012	"ROANOKE CITY"	770	"035 - LEE-HI"	"0035"	6	682	1237	860	1171	943	1102	1919.0	2058.0	2045.0
"VA"	2012	"ROANOKE CITY"	770	"037 - GARDEN CITY"	"0037"	6	424	928	563	902	622	869	1352.0	1510.0	1491.0
"VA"	2012	"ROANOKE COUNTY"	161	"##Central Absentee"		6	1037	2440	1242	2261	1406	2140	3477.0	3544.0	3546.0
"VA"	2012	"ROANOKE COUNTY"	161	"##Central Absentee"		9	337	533	360	525	335	519	870.0	897.0	854.0
"VA"	2012	"ROANOKE COUNTY"	161	"#Provisional"		6	2	12	4	13	3	13	14.0	17.0	16.0
"VA"	2012	"ROANOKE COUNTY"	161	"#Provisional"		9	1	3	0	3	0	3	4.0	3.0	3.0
"VA"	2012	"ROANOKE COUNTY"	161	"101 - CATAWBA"	"0101"	9	134	381	148	368	150	365	515.0	521.0	515.0
"VA"	2012	"ROANOKE COUNTY"	161	"102 - MASON VALLEY"	"0102"	9	153	415	158	406	184	387	568.0	574.0	571.0
"VA"	2012	"ROANOKE COUNTY"	161	"103 - GLENVAR"	"0103"	9	396	901	438	881	471	846	1297.0	1334.0	1317.0
"VA"	2012	"ROANOKE COUNTY"	161	"104 - NORTHSIDE"	"0104"	9	405	626	457	598	476	583	1031.0	1076.0	1059.0
"VA"	2012	"ROANOKE COUNTY"	161	"105 - PETERS CREEK"	"0105"	9	719	1335	819	1296	841	1272	2054.0	2147.0	2113.0
"VA"	2012	"ROANOKE COUNTY"	161	"106 - GREEN HILL"	"0106"	9	677	1348	749	1332	798	1287	2025.0	2116.0	2085.0
"VA"	2012	"ROANOKE COUNTY"	161	"107 - BENNETT SPRINGS"	"0107"	9	188	509	234	483	238	483	697.0	733.0	721.0
"VA"	2012	"ROANOKE COUNTY"	161	"108 - WILDWOOD"	"0108"	9	334	743	385	689	416	672	1077.0	1093.0	1088.0
"VA"	2012	"ROANOKE COUNTY"	161	"201 - PLANTATION"	"0201"	6	414	994	579	879	595	860	1408.0	1492.0	1455.0
"VA"	2012	"ROANOKE COUNTY"	161	"202 - BURLINGTON"	"0202"	6	379	550	487	482	489	469	929.0	982.0	958.0
"VA"	2012	"ROANOKE COUNTY"	161	"203 - MOUNTAIN VIEW"	"0203"	6	559	1549	732	1410	792	1344	2108.0	2175.0	2136.0
"VA"	2012	"ROANOKE COUNTY"	161	"204 - BOTETOURT SPRINGS"	"0204"	9	607	1011	664	984	680	974	1618.0	1669.0	1654.0
"VA"	2012	"ROANOKE COUNTY"	161	"205 - ORCHARDS"	"0205"	6	619	1850	768	1704	856	1642	2469.0	2507.0	2498.0
"VA"	2012	"ROANOKE COUNTY"	161	"206 - HOLLINS"	"0206"	6	346	517	423	468	435	449	863.0	911.0	884.0
"VA"	2012	"ROANOKE COUNTY"	161	"301 - BENT MOUNTAIN"	"0301"	9	203	315	201	319	220	307	518.0	528.0	527.0
"VA"	2012	"ROANOKE COUNTY"	161	"302 - POAGES MILL"	"0302"	6	562	1615	666	1524	764	1436	2177.0	2226.0	2200.0
"VA"	2012	"ROANOKE COUNTY"	161	"303 - WINDSOR HILLS"	"0303"	6	407	878	504	791	540	766	1285.0	1321.0	1306.0
"VA"	2012	"ROANOKE COUNTY"	161	"304 - OAK GROVE"	"0304"	6	661	1479	756	1371	820	1335	2140.0	2157.0	2155.0
"VA"	2012	"ROANOKE COUNTY"	161	"305 - CASTLE ROCK"	"0305"	6	787	1683	940	1525	1042	1449	2470.0	2491.0	2491.0
"VA"	2012	"ROANOKE COUNTY"	161	"306 - GARST MILL"	"0306"	6	466	661	544	599	566	582	1127.0	1158.0	1148.0
"VA"	2012	"ROANOKE COUNTY"	161	"402 - BONSACK"	"0402"	6	98	357	134	330	142	318	455.0	467.0	460.0
"VA"	2012	"ROANOKE COUNTY"	161	"403 - NORTH VINTON"	"0403"	6	415	991	543	863	587	834	1406.0	1439.0	1421.0
"VA"	2012	"ROANOKE COUNTY"	161	"404 - SOUTH VINTON"	"0404"	6	572	1173	743	1009	778	994	1745.0	1795.0	1772.0
"VA"	2012	"ROANOKE COUNTY"	161	"405 - LINDENWOOD"	"0405"	6	677	1987	868	1832	953	1757	2664.0	2740.0	2710.0
"VA"	2012	"ROANOKE COUNTY"	161	"406 - MOUNT PLEASANT"	"0406"	6	483	1350	646	1220	659	1210	1833.0	1899.0	1869.0
"VA"	2012	"ROANOKE COUNTY"	161	"501 - COTTON HILL"	"0501"	6	342	825	406	769	444	745	1167.0	1189.0	1189.0
"VA"	2012	"ROANOKE COUNTY"	161	"502 - PENN FOREST"	"0502"	6	324	701	411	627	438	601	1025.0	1055.0	1039.0
"VA"	2012	"ROANOKE COUNTY"	161	"503 - CAVE SPRING"	"0503"	6	400	943	486	869	545	820	1343.0	1376.0	1365.0
"VA"	2012	"ROANOKE COUNTY"	161	"504 - OGDEN"	"0504"	6	498	763	619	654	646	637	1261.0	1304.0	1283.0
"VA"	2012	"ROANOKE COUNTY"	161	"505 - CLEARBROOK"	"0505"	6	310	703	406	630	421	609	1013.0	1052.0	1030.0
"VA"	2012	"ROANOKE COUNTY"	161	"506 - MOUNT VERNON"	"0506"	6	369	735	486	625	497	617	1104.0	1132.0	1114.0
"VA"	2012	"ROANOKE COUNTY"	161	"507 - HUNTING HILLS"	"0507"	6	532	1416	705	1285	781	1205	1948.0	2016.0	1986.0
"VA"	2012	"ROCKBRIDGE COUNTY"	163	"##Central Absentee"		6	349	516	399	470	409	475	865.0	887.0	884.0
"VA"	2012	"ROCKBRIDGE COUNTY"	163	"#Provisional"		6	0	0	1	0	0	0	0.0	1.0	0.0
"VA"	2012	"ROCKBRIDGE COUNTY"	163	"101 - AIRPORT"	"0101"	6	301	501	344	458	359	462	802.0	814.0	821.0
"VA"	2012	"ROCKBRIDGE COUNTY"	163	"102 - BEN SALEM"	"0102"	6	208	380	229	349	257	345	588.0	585.0	602.0
"VA"	2012	"ROCKBRIDGE COUNTY"	163	"103 - PLANK ROAD"	"0103"	6	104	211	118	198	128	192	315.0	320.0	320.0
"VA"	2012	"ROCKBRIDGE COUNTY"	163	"104 - EFFINGER"	"0104"	6	108	245	140	208	123	232	353.0	358.0	355.0
"VA"	2012	"ROCKBRIDGE COUNTY"	163	"201 - COLLIERSTOWN"	"0201"	6	206	374	247	334	255	334	580.0	585.0	589.0
"VA"	2012	"ROCKBRIDGE COUNTY"	163	"202 - HIGHLAND BELLE"	"0202"	6	374	686	437	619	456	635	1060.0	1076.0	1091.0
"VA"	2012	"ROCKBRIDGE COUNTY"	163	"203 - VO-TECH"	"0203"	6	134	196	162	183	170	178	330.0	350.0	348.0
"VA"	2012	"ROCKBRIDGE COUNTY"	163	"301 - MAURY RIVER"	"0301"	6	210	319	264	276	260	306	529.0	551.0	566.0
"VA"	2012	"ROCKBRIDGE COUNTY"	163	"302 - NATURAL BRIDGE"	"0302"	6	185	400	264	333	251	350	585.0	608.0	601.0
"VA"	2012	"ROCKBRIDGE COUNTY"	163	"303 - FALLING SPRING"	"0303"	6	73	195	103	167	99	173	268.0	280.0	272.0
"VA"	2012	"ROCKBRIDGE COUNTY"	163	"401 - FAIRFIELD"	"0401"	6	177	412	226	383	225	388	589.0	616.0	613.0
"VA"	2012	"ROCKBRIDGE COUNTY"	163	"402 - MOUNTAIN VIEW"	"0402"	6	259	604	297	556	311	589	863.0	869.0	900.0
"VA"	2012	"ROCKBRIDGE COUNTY"	163	"403 - VESUVIUS"	"0403"	6	75	223	84	218	83	226	298.0	306.0	309.0
"VA"	2012	"ROCKBRIDGE COUNTY"	163	"501 - GOSHEN"	"0501"	6	73	238	107	210	105	219	311.0	319.0	324.0
"VA"	2012	"ROCKBRIDGE COUNTY"	163	"502 - MEADOWVIEW"	"0502"	6	214	335	259	294	270	296	549.0	566.0	566.0
"VA"	2012	"ROCKBRIDGE COUNTY"	163	"503 - ROCKBRIDGE BATHS"	"0503"	6	138	241	156	207	174	216	379.0	372.0	390.0
"VA"	2012	"ROCKBRIDGE COUNTY"	163	"504 - ROCKBRIDGE"	"0504"	6	196	496	251	435	260	447	692.0	693.0	707.0
"VA"	2012	"ROCKINGHAM COUNTY"	165	"##Central Absentee"		6	675	1630	755	1574	770	1565	2305.0	2364.0	2335.0
"VA"	2012	"ROCKINGHAM COUNTY"	165	"#Provisional"		6	4	17	6	13	8	13	21.0	19.0	21.0
"VA"	2012	"ROCKINGHAM COUNTY"	165	"101 - BROADWAY"	"0101"	6	459	1129	531	1059	516	1089	1588.0	1616.0	1605.0
"VA"	2012	"ROCKINGHAM COUNTY"	165	"102 - TIMBERVILLE"	"0102"	6	242	604	270	573	262	592	846.0	862.0	854.0
"VA"	2012	"ROCKINGHAM COUNTY"	165	"103 - FULKS RUN"	"0103"	6	169	670	191	654	173	672	839.0	855.0	845.0
"VA"	2012	"ROCKINGHAM COUNTY"	165	"104 - BERGTON"	"0104"	6	61	268	59	275	70	261	329.0	340.0	331.0
"VA"	2012	"ROCKINGHAM COUNTY"	165	"105 - LACEY SPRING"	"0105"	6	126	586	166	544	158	559	712.0	724.0	717.0
"VA"	2012	"ROCKINGHAM COUNTY"	165	"106 - TENTH LEGION"	"0106"	6	157	505	169	495	162	508	662.0	676.0	670.0
"VA"	2012	"ROCKINGHAM COUNTY"	165	"107 - PLAINS"	"0107"	6	166	567	192	550	184	554	733.0	753.0	738.0
"VA"	2012	"ROCKINGHAM COUNTY"	165	"108 - LITTLE NORTH MOUNTAIN"	"0108"	6	136	394	146	378	142	389	530.0	533.0	531.0
"VA"	2012	"ROCKINGHAM COUNTY"	165	"201 - SINGERS GLEN"	"0201"	6	224	784	229	782	242	779	1008.0	1027.0	1021.0
"VA"	2012	"ROCKINGHAM COUNTY"	165	"202 - EDOM"	"0202"	6	445	1073	485	1048	495	1041	1518.0	1558.0	1536.0
"VA"	2012	"ROCKINGHAM COUNTY"	165	"203 - DAYTON"	"0203"	6	198	523	225	500	223	500	721.0	732.0	723.0
"VA"	2012	"ROCKINGHAM COUNTY"	165	"204 - MT CLINTON"	"0204"	6	249	932	274	906	275	912	1181.0	1204.0	1187.0
"VA"	2012	"ROCKINGHAM COUNTY"	165	"205 - SILVER LAKE"	"0205"	6	383	1054	430	1013	420	1035	1437.0	1462.0	1455.0
"VA"	2012	"ROCKINGHAM COUNTY"	165	"301 - KEEZLETOWN"	"0301"	6	206	578	224	555	217	569	784.0	796.0	786.0
"VA"	2012	"ROCKINGHAM COUNTY"	165	"302 - PORT REPUBLIC"	"0302"	6	308	887	343	846	349	853	1195.0	1211.0	1202.0
"VA"	2012	"ROCKINGHAM COUNTY"	165	"303 - MELROSE"	"0303"	6	159	500	177	481	180	481	659.0	670.0	661.0
"VA"	2012	"ROCKINGHAM COUNTY"	165	"304 - GROTTOES"	"0304"	6	286	817	321	786	325	788	1103.0	1128.0	1113.0
"VA"	2012	"ROCKINGHAM COUNTY"	165	"305 - MASSANETTA SPRINGS"	"0305"	6	1023	1999	1102	1943	1151	1912	3022.0	3082.0	3063.0
"VA"	2012	"ROCKINGHAM COUNTY"	165	"306 - CROSS KEYS"	"0306"	6	110	316	117	310	116	311	426.0	429.0	427.0
"VA"	2012	"ROCKINGHAM COUNTY"	165	"401 - BRIDGEWATER"	"0401"	6	716	1548	811	1446	796	1478	2264.0	2293.0	2274.0
"VA"	2012	"ROCKINGHAM COUNTY"	165	"402 - MONTEZUMA"	"0402"	6	268	930	293	903	293	913	1198.0	1213.0	1206.0
"VA"	2012	"ROCKINGHAM COUNTY"	165	"403 - MT CRAWFORD"	"0403"	6	63	122	70	114	69	116	185.0	189.0	185.0
"VA"	2012	"ROCKINGHAM COUNTY"	165	"404 - NORTH RIVER"	"0404"	6	223	812	236	804	241	813	1035.0	1058.0	1054.0
"VA"	2012	"ROCKINGHAM COUNTY"	165	"405 - OTTOBINE"	"0405"	6	255	1065	283	1056	275	1058	1320.0	1361.0	1333.0
"VA"	2012	"ROCKINGHAM COUNTY"	165	"501 - ELKTON"	"0501"	6	340	862	373	830	383	823	1202.0	1213.0	1206.0
"VA"	2012	"ROCKINGHAM COUNTY"	165	"502 - SWIFT RUN"	"0502"	6	372	1281	392	1264	404	1258	1653.0	1679.0	1662.0
"VA"	2012	"ROCKINGHAM COUNTY"	165	"503 - MCGAHEYSVILLE"	"0503"	6	402	1067	412	1053	421	1062	1469.0	1497.0	1483.0
"VA"	2012	"ROCKINGHAM COUNTY"	165	"504 - SOUTH FORK"	"0504"	6	185	584	198	559	106	563	769.0	780.0	669.0
"VA"	2012	"ROCKINGHAM COUNTY"	165	"505 - STONY RUN"	"0505"	6	525	933	585	872	589	873	1458.0	1484.0	1462.0
"VA"	2012	"RUSSELL COUNTY"	167	"##Central Absentee"		9	463	564	370	639	421	609	1027.0	1026.0	1030.0
"VA"	2012	"RUSSELL COUNTY"	167	"#Provisional"		9	0	0	0	0	0	0	0.0	0.0	0.0
"VA"	2012	"RUSSELL COUNTY"	167	"101 - MOCCASIN"	"0101"	9	276	472	195	562	225	532	748.0	765.0	757.0
"VA"	2012	"RUSSELL COUNTY"	167	"102 - COPPER CREEK"	"0102"	9	278	354	199	429	233	399	632.0	641.0	632.0
"VA"	2012	"RUSSELL COUNTY"	167	"103 - SOUTH CASTLEWOOD"	"0103"	9	214	282	174	314	186	309	496.0	501.0	495.0
"VA"	2012	"RUSSELL COUNTY"	167	"201 - NORTH CASTLEWOOD"	"0201"	9	565	785	412	949	440	905	1350.0	1372.0	1345.0
"VA"	2012	"RUSSELL COUNTY"	167	"202 - DANTE"	"0202"	9	148	128	110	179	115	171	276.0	292.0	286.0
"VA"	2012	"RUSSELL COUNTY"	167	"301 - COOKS MILL"	"0301"	9	106	119	79	152	91	139	225.0	236.0	230.0
"VA"	2012	"RUSSELL COUNTY"	167	"302 - DAUGHERTY"	"0302"	9	136	212	101	249	125	226	348.0	352.0	351.0
"VA"	2012	"RUSSELL COUNTY"	167	"303 - NEW GARDEN"	"0303"	9	340	399	253	487	285	458	739.0	749.0	743.0
"VA"	2012	"RUSSELL COUNTY"	167	"304 - CLEVELAND"	"0304"	9	250	245	205	284	219	274	495.0	502.0	493.0
"VA"	2012	"RUSSELL COUNTY"	167	"401 - DRILL"	"0401"	9	61	47	47	58	56	50	108.0	106.0	106.0
"VA"	2012	"RUSSELL COUNTY"	167	"402 - SWORDS CREEK"	"0402"	9	424	780	273	929	340	877	1204.0	1219.0	1217.0
"VA"	2012	"RUSSELL COUNTY"	167	"403 - HONAKER"	"0403"	9	245	263	200	312	219	297	508.0	520.0	516.0
"VA"	2012	"RUSSELL COUNTY"	167	"501 - WEST LEBANON"	"0501"	9	736	947	574	1098	663	1020	1683.0	1699.0	1683.0
"VA"	2012	"RUSSELL COUNTY"	167	"601 -  EAST LEBANON"	"0601"	9	353	567	244	678	287	635	920.0	934.0	922.0
"VA"	2012	"RUSSELL COUNTY"	167	"602 - ELK GARDEN"	"0602"	9	443	701	282	861	338	813	1144.0	1155.0	1151.0
"VA"	2012	"SALEM CITY"	775	"##Central Absentee"		9	395	690	423	669	452	640	1085.0	1108.0	1092.0
"VA"	2012	"SALEM CITY"	775	"#Provisional"		9	5	10	5	10	6	9	15.0	15.0	15.0
"VA"	2012	"SALEM CITY"	775	"001 - NORTH SALEM NO 2"	"0001"	9	516	892	569	828	615	795	1408.0	1425.0	1410.0
"VA"	2012	"SALEM CITY"	775	"002 - CONEHURST"	"0002"	9	346	399	378	373	396	358	745.0	771.0	754.0
"VA"	2012	"SALEM CITY"	775	"003 - BEVERLY HEIGHTS"	"0003"	9	220	535	252	503	277	487	755.0	767.0	764.0
"VA"	2012	"SALEM CITY"	775	"004 - WEST SALEM"	"0004"	9	337	731	351	707	399	673	1068.0	1082.0	1072.0
"VA"	2012	"SALEM CITY"	775	"005 - NORTH SALEM NO 1"	"0005"	9	571	817	596	780	635	754	1388.0	1400.0	1389.0
"VA"	2012	"SALEM CITY"	775	"006 - SOUTH SALEM NO 1"	"0006"	9	326	470	363	434	381	431	796.0	814.0	812.0
"VA"	2012	"SALEM CITY"	775	"007 - SOUTH SALEM NO 2"	"0007"	9	419	725	484	657	519	634	1144.0	1168.0	1153.0
"VA"	2012	"SALEM CITY"	775	"008 - EAST SALEM"	"0008"	9	201	303	225	283	238	276	504.0	520.0	514.0
"VA"	2012	"SALEM CITY"	775	"009 - SOUTH SIDE HILLS"	"0009"	9	463	1052	522	987	570	949	1515.0	1532.0	1519.0
"VA"	2012	"SALEM CITY"	775	"010 - HIDDEN VALLEY"	"0010"	9	558	1104	592	1068	650	1026	1662.0	1683.0	1676.0
"VA"	2012	"SCOTT COUNTY"	169	"##Central Absentee"		9	224	568	188	594	213	582	792.0	790.0	795.0
"VA"	2012	"SCOTT COUNTY"	169	"#Provisional"		9	1	3	1	4	0	4	4.0	5.0	4.0
"VA"	2012	"SCOTT COUNTY"	169	"101 - WEBER CITY"	"0101"	9	218	473	164	528	206	487	691.0	696.0	693.0
"VA"	2012	"SCOTT COUNTY"	169	"102 - YUMA"	"0102"	9	284	542	223	616	247	583	826.0	848.0	830.0
"VA"	2012	"SCOTT COUNTY"	169	"202 - WEBER CITY EAST"	"0202"	9	156	385	110	433	138	411	541.0	551.0	549.0
"VA"	2012	"SCOTT COUNTY"	169	"203 - HILTONS"	"0203"	9	219	612	169	657	196	642	831.0	841.0	838.0
"VA"	2012	"SCOTT COUNTY"	169	"204 - CLARK'S"	"0204"	9	52	146	41	160	41	160	198.0	204.0	201.0
"VA"	2012	"SCOTT COUNTY"	169	"301 - NICKELSVILLE"	"0301"	9	174	414	124	459	141	448	588.0	587.0	589.0
"VA"	2012	"SCOTT COUNTY"	169	"302 - SNOWFLAKE"	"0302"	9	159	287	116	336	121	326	446.0	454.0	447.0
"VA"	2012	"SCOTT COUNTY"	169	"303 - TWIN SPRINGS"	"0303"	9	145	303	106	335	134	312	448.0	445.0	446.0
"VA"	2012	"SCOTT COUNTY"	169	"304 - COPPER CREEK"	"0304"	9	56	89	40	96	44	97	145.0	142.0	141.0
"VA"	2012	"SCOTT COUNTY"	169	"401 - GATE CITY"	"0401"	9	469	1155	386	1233	444	1187	1624.0	1648.0	1631.0
"VA"	2012	"SCOTT COUNTY"	169	"501 - DUNGANNON"	"0501"	9	158	174	113	228	128	208	332.0	344.0	336.0
"VA"	2012	"SCOTT COUNTY"	169	"502 - FORT BLACKMORE"	"0502"	9	134	229	90	276	122	242	363.0	370.0	364.0
"VA"	2012	"SCOTT COUNTY"	169	"503 - MANVILLE"	"0503"	9	74	158	53	174	68	164	232.0	232.0	232.0
"VA"	2012	"SCOTT COUNTY"	169	"504 - RYE COVE"	"0504"	9	154	329	128	360	131	357	483.0	496.0	488.0
"VA"	2012	"SCOTT COUNTY"	169	"601 - CLINCHPORT"	"0601"	9	105	232	79	246	100	240	337.0	329.0	340.0
"VA"	2012	"SCOTT COUNTY"	169	"602 - DUFFIELD-PATTONSVILLE"	"0602"	9	280	495	198	573	237	544	775.0	782.0	781.0
"VA"	2012	"SCOTT COUNTY"	169	"603 - FAIRVIEW"	"0603"	9	74	116	66	131	65	128	190.0	200.0	193.0
"VA"	2012	"SHENANDOAH COUNTY"	171	"##Central Absentee"		6	483	902	548	853	557	839	1385.0	1415.0	1396.0
"VA"	2012	"SHENANDOAH COUNTY"	171	"#Provisional"		6	4	12	7	11	4	13	16.0	18.0	17.0
"VA"	2012	"SHENANDOAH COUNTY"	171	"101 - ORKNEY SPRINGS"	"0101"	6	266	557	283	546	293	535	823.0	840.0	828.0
"VA"	2012	"SHENANDOAH COUNTY"	171	"103 - NEW MARKET"	"0103"	6	579	1533	655	1478	661	1480	2112.0	2172.0	2141.0
"VA"	2012	"SHENANDOAH COUNTY"	171	"201 - CONICVILLE"	"0201"	6	309	1106	348	1073	348	1083	1415.0	1444.0	1431.0
"VA"	2012	"SHENANDOAH COUNTY"	171	"202 - MT JACKSON"	"0202"	6	371	890	428	837	414	850	1261.0	1288.0	1264.0
"VA"	2012	"SHENANDOAH COUNTY"	171	"302 - EDINBURG"	"0302"	6	413	916	426	892	458	872	1329.0	1340.0	1330.0
"VA"	2012	"SHENANDOAH COUNTY"	171	"303 - ST LUKE"	"0303"	6	296	934	332	912	338	901	1230.0	1263.0	1239.0
"VA"	2012	"SHENANDOAH COUNTY"	171	"304 - FORT VALLEY"	"0304"	6	190	494	189	493	209	480	684.0	694.0	689.0
"VA"	2012	"SHENANDOAH COUNTY"	171	"401 - WOODSTOCK"	"0401"	6	961	1798	1079	1692	1117	1661	2759.0	2812.0	2778.0
"VA"	2012	"SHENANDOAH COUNTY"	171	"501 - CEDAR CREEK"	"0501"	6	47	78	47	76	52	74	125.0	127.0	126.0
"VA"	2012	"SHENANDOAH COUNTY"	171	"503 - TOMS BROOK"	"0503"	6	555	1311	641	1234	653	1226	1866.0	1905.0	1879.0
"VA"	2012	"SHENANDOAH COUNTY"	171	"504 - LEBANON CHURCH"	"0504"	6	318	898	383	850	391	841	1216.0	1252.0	1232.0
"VA"	2012	"SHENANDOAH COUNTY"	171	"601 - STRASBURG"	"0601"	6	1003	1656	1103	1591	1135	1556	2659.0	2738.0	2691.0
"VA"	2012	"SMYTH COUNTY"	173	"##Central Absentee"		9	299	460	264	485	300	467	759.0	761.0	767.0
"VA"	2012	"SMYTH COUNTY"	173	"#Provisional"		9	0	1	0	1	0	1	1.0	1.0	1.0
"VA"	2012	"SMYTH COUNTY"	173	"101 - SALTVILLE"	"0101"	9	747	820	551	1008	601	964	1567.0	1582.0	1565.0
"VA"	2012	"SMYTH COUNTY"	173	"201 - SEVEN MILE FORD"	"0201"	9	392	705	318	786	357	752	1097.0	1118.0	1109.0
"VA"	2012	"SMYTH COUNTY"	173	"202 - RICH VALLEY"	"0202"	9	224	248	195	284	225	257	472.0	483.0	482.0
"VA"	2012	"SMYTH COUNTY"	173	"301 - CHILHOWIE"	"0301"	9	506	863	388	986	435	943	1369.0	1394.0	1378.0
"VA"	2012	"SMYTH COUNTY"	173	"302 - ST CLAIR"	"0302"	9	145	254	75	309	104	296	399.0	397.0	400.0
"VA"	2012	"SMYTH COUNTY"	173	"401 - EAST PARK"	"0401"	9	470	606	394	689	430	655	1076.0	1106.0	1085.0
"VA"	2012	"SMYTH COUNTY"	173	"402 - WEST PARK"	"0402"	9	249	293	262	298	246	303	542.0	566.0	549.0
"VA"	2012	"SMYTH COUNTY"	173	"501 - ATKINS"	"0501"	9	377	670	319	741	332	717	1047.0	1087.0	1049.0
"VA"	2012	"SMYTH COUNTY"	173	"502 - WASSONA"	"0502"	9	365	419	323	458	340	446	784.0	794.0	786.0
"VA"	2012	"SMYTH COUNTY"	173	"601 - ROYAL OAK EAST"	"0601"	9	444	586	393	649	403	629	1030.0	1053.0	1032.0
"VA"	2012	"SMYTH COUNTY"	173	"602 - ROYAL OAK WEST"	"0602"	9	214	328	165	383	184	361	542.0	557.0	545.0
"VA"	2012	"SMYTH COUNTY"	173	"701 - ADWOLFE"	"0701"	9	346	741	255	832	308	790	1087.0	1104.0	1098.0
"VA"	2012	"SMYTH COUNTY"	173	"702 - SUGAR GROVE"	"0702"	9	295	343	241	401	271	376	638.0	654.0	647.0
"VA"	2012	"SMYTH COUNTY"	173	"703 - KONNAROCK"	"0703"	9	32	61	28	69	26	65	93.0	99.0	91.0
"VA"	2012	"SOUTHAMPTON COUNTY"	175	"##Central Absentee"		4	227	324	289	296	280	287	551.0	587.0	567.0
"VA"	2012	"SOUTHAMPTON COUNTY"	175	"#Provisional"		4	0	0	0	0	0	0	0.0	0.0	0.0
"VA"	2012	"SOUTHAMPTON COUNTY"	175	"101 - BERLIN"	"0101"	4	88	486	122	453	136	449	574.0	588.0	585.0
"VA"	2012	"SOUTHAMPTON COUNTY"	175	"102 - IVOR"	"0102"	4	346	478	413	445	408	447	824.0	867.0	855.0
"VA"	2012	"SOUTHAMPTON COUNTY"	175	"201 - BOYKINS"	"0201"	4	480	401	604	326	594	311	881.0	936.0	905.0
"VA"	2012	"SOUTHAMPTON COUNTY"	175	"202 - BRANCHVILLE"	"0202"	4	113	151	158	131	149	133	264.0	293.0	282.0
"VA"	2012	"SOUTHAMPTON COUNTY"	175	"301 - CAPRON"	"0301"	4	312	351	393	305	380	306	663.0	703.0	686.0
"VA"	2012	"SOUTHAMPTON COUNTY"	175	"302 - SEBRELL"	"0302"	4	253	402	330	341	328	334	655.0	676.0	662.0
"VA"	2012	"SOUTHAMPTON COUNTY"	175	"401 - DREWRYVILLE"	"0401"	4	269	217	341	185	324	195	486.0	530.0	519.0
"VA"	2012	"SOUTHAMPTON COUNTY"	175	"501 - HUNTERDALE"	"0501"	4	227	729	318	658	352	620	956.0	988.0	972.0
"VA"	2012	"SOUTHAMPTON COUNTY"	175	"502 - FORKS-OF-THE-RIVER"	"0502"	4	177	269	225	238	225	232	446.0	467.0	457.0
"VA"	2012	"SOUTHAMPTON COUNTY"	175	"601 - COURTLAND"	"0601"	4	378	553	437	505	460	484	931.0	957.0	944.0
"VA"	2012	"SOUTHAMPTON COUNTY"	175	"602 - SEDLEY"	"0602"	4	78	315	103	300	104	290	393.0	403.0	394.0
"VA"	2012	"SOUTHAMPTON COUNTY"	175	"701 - BLACKWATER RIVER"	"0701"	4	341	175	402	141	377	152	516.0	545.0	529.0
"VA"	2012	"SOUTHAMPTON COUNTY"	175	"702 - NEWSOMS"	"0702"	4	220	459	302	409	323	387	679.0	721.0	710.0
"VA"	2012	"SPOTSYLVANIA COUNTY"	177	"##Central Absentee"		1	627	917	725	870	768	825	1544.0	1610.0	1593.0
"VA"	2012	"SPOTSYLVANIA COUNTY"	177	"##Central Absentee"		7	1971	2447	2111	2463	2169	2436	4418.0	4616.0	4605.0
"VA"	2012	"SPOTSYLVANIA COUNTY"	177	"#Provisional"		1	0	0	0	0	0	0	0.0	0.0	0.0
"VA"	2012	"SPOTSYLVANIA COUNTY"	177	"#Provisional"		7	0	0	0	0	0	0	0.0	0.0	0.0
"VA"	2012	"SPOTSYLVANIA COUNTY"	177	"101 - PARTLOW"	"0101"	7	494	939	525	921	559	895	1433.0	1473.0	1454.0
