fips,county,candidate,votes
02164,Lake and Peninsula Borough,Romney,17
02164,Lake and Peninsula Borough,Stein,0
02164,Lake and Peninsula Borough,Write-In,0
02164,Lake and Peninsula Borough,Johnson,2
02164,Lake and Peninsula Borough,Obama,17
02164,Lake and Peninsula Borough,Romney,4
02164,Lake and Peninsula Borough,Stein,1
02164,Lake and Peninsula Borough,Write-In,0
02050,Bethel Census Area,Johnson,4
02050,Bethel Census Area,Obama,62
02050,Bethel Census Area,Romney,20
02050,Bethel Census Area,Stein,5
02050,Bethel Census Area,Write-In,2
02070,Dillingham Census Area,Johnson,6
02070,Dillingham Census Area,Obama,67
02070,Dillingham Census Area,Romney,48
02070,Dillingham Census Area,Stein,2
02070,Dillingham Census Area,Write-In,0
02060,Bristol Bay Borough,Johnson,3
02060,Bristol Bay Borough,Obama,70
02060,Bristol Bay Borough,Romney,83
02060,Bristol Bay Borough,Stein,1
02060,Bristol Bay Borough,Write-In,2
02050,Bethel Census Area,Johnson,3
02050,Bethel Census Area,Obama,56
02050,Bethel Census Area,Romney,19
02050,Bethel Census Area,Stein,0
02050,Bethel Census Area,Write-In,0
02050,Bethel Census Area,Johnson,1
02050,Bethel Census Area,Obama,69
02050,Bethel Census Area,Romney,12
02050,Bethel Census Area,Stein,0
02050,Bethel Census Area,Write-In,0
02070,Dillingham Census Area,Johnson,4
02070,Dillingham Census Area,Obama,102
02070,Dillingham Census Area,Romney,22
02070,Dillingham Census Area,Stein,1
02070,Dillingham Census Area,Write-In,0
02050,Bethel Census Area,Johnson,1
02050,Bethel Census Area,Obama,76
02050,Bethel Census Area,Romney,11
02050,Bethel Census Area,Stein,1
02050,Bethel Census Area,Write-In,0
02050,Bethel Census Area,Johnson,3
02050,Bethel Census Area,Obama,52
02050,Bethel Census Area,Romney,12
02050,Bethel Census Area,Stein,1
02050,Bethel Census Area,Write-In,0
02164,Lake and Peninsula Borough,Johnson,1
02164,Lake and Peninsula Borough,Obama,33
02164,Lake and Peninsula Borough,Romney,12
02164,Lake and Peninsula Borough,Stein,2
02164,Lake and Peninsula Borough,Write-In,0
02050,Bethel Census Area,Johnson,3
02050,Bethel Census Area,Obama,70
02050,Bethel Census Area,Romney,15
02050,Bethel Census Area,Stein,0
02050,Bethel Census Area,Write-In,0
02164,Lake and Peninsula Borough,Johnson,0
02164,Lake and Peninsula Borough,Obama,6
02164,Lake and Peninsula Borough,Romney,5
02164,Lake and Peninsula Borough,Stein,0
02164,Lake and Peninsula Borough,Write-In,1
02270,Wade Hampton Census Area,Johnson,4
02270,Wade Hampton Census Area,Obama,59
02270,Wade Hampton Census Area,Romney,15
02270,Wade Hampton Census Area,Stein,5
02270,Wade Hampton Census Area,Write-In,0
02290,Yukon-Koyukuk Census Area,Johnson,1
02290,Yukon-Koyukuk Census Area,Obama,29
02290,Yukon-Koyukuk Census Area,Romney,2
02290,Yukon-Koyukuk Census Area,Stein,0
02290,Yukon-Koyukuk Census Area,Write-In,0
02050,Bethel Census Area,Johnson,1
02050,Bethel Census Area,Obama,21
02050,Bethel Census Area,Romney,10
02050,Bethel Census Area,Stein,0
02050,Bethel Census Area,Write-In,0
02060,Bristol Bay Borough,Johnson,2
02060,Bristol Bay Borough,Obama,8
02060,Bristol Bay Borough,Romney,10
02060,Bristol Bay Borough,Stein,0
02060,Bristol Bay Borough,Write-In,0
02050,Bethel Census Area,Johnson,1
02050,Bethel Census Area,Obama,138
02050,Bethel Census Area,Romney,18
02050,Bethel Census Area,Stein,1
02050,Bethel Census Area,Write-In,1
02050,Bethel Census Area,Johnson,7
02050,Bethel Census Area,Obama,49
02050,Bethel Census Area,Romney,9
02050,Bethel Census Area,Stein,2
02050,Bethel Census Area,Write-In,0
02050,Bethel Census Area,Johnson,2
02050,Bethel Census Area,Obama,76
02050,Bethel Census Area,Romney,12
02050,Bethel Census Area,Stein,0
02050,Bethel Census Area,Write-In,1
02050,Bethel Census Area,Johnson,3
02050,Bethel Census Area,Obama,68
02050,Bethel Census Area,Romney,8
02050,Bethel Census Area,Stein,3
02050,Bethel Census Area,Write-In,0
02122,Kenai Peninsula Borough,Johnson,1
02122,Kenai Peninsula Borough,Obama,22
02122,Kenai Peninsula Borough,Romney,0
02122,Kenai Peninsula Borough,Stein,0
02122,Kenai Peninsula Borough,Write-In,1
02050,Bethel Census Area,Johnson,2
02050,Bethel Census Area,Obama,42
02050,Bethel Census Area,Romney,19
02050,Bethel Census Area,Stein,1
02050,Bethel Census Area,Write-In,1
,Absentee/Early/Question,Johnson,14
,Absentee/Early/Question,Obama,398
,Absentee/Early/Question,Romney,305
,Absentee/Early/Question,Stein,10
,Absentee/Early/Question,Write-In,5
,Absentee/Early/Question,Johnson,0
,Absentee/Early/Question,Obama,0
,Absentee/Early/Question,Romney,0
,Absentee/Early/Question,Stein,0
,Absentee/Early/Question,Write-In,0
,Absentee/Early/Question,Johnson,8
,Absentee/Early/Question,Obama,203
,Absentee/Early/Question,Romney,98
,Absentee/Early/Question,Stein,5
,Absentee/Early/Question,Write-In,3
02013,Aleutians East Borough,Johnson,0
02013,Aleutians East Borough,Obama,52
02013,Aleutians East Borough,Romney,22
02013,Aleutians East Borough,Stein,2
02013,Aleutians East Borough,Write-In,5
02016,Aleutians West Census Area,Johnson,0
02016,Aleutians West Census Area,Obama,29
02016,Aleutians West Census Area,Romney,13
02016,Aleutians West Census Area,Stein,0
02016,Aleutians West Census Area,Write-In,0
02016,Aleutians West Census Area,Johnson,15
02016,Aleutians West Census Area,Obama,441
02016,Aleutians West Census Area,Romney,266
02016,Aleutians West Census Area,Stein,3
02016,Aleutians West Census Area,Write-In,5
02050,Bethel Census Area,Johnson,15
02050,Bethel Census Area,Obama,437
02050,Bethel Census Area,Romney,141
02050,Bethel Census Area,Stein,3
02050,Bethel Census Area,Write-In,4
02050,Bethel Census Area,Johnson,33
02050,Bethel Census Area,Obama,443
02050,Bethel Census Area,Romney,217
02050,Bethel Census Area,Stein,5
02050,Bethel Census Area,Write-In,5
02164,Lake and Peninsula Borough,Johnson,1
02164,Lake and Peninsula Borough,Obama,13
02164,Lake and Peninsula Borough,Romney,5
02164,Lake and Peninsula Borough,Stein,0
02164,Lake and Peninsula Borough,Write-In,0
02070,Dillingham Census Area,Johnson,1
02070,Dillingham Census Area,Obama,6
02070,Dillingham Census Area,Romney,3
02070,Dillingham Census Area,Stein,0
02070,Dillingham Census Area,Write-In,0
02013,Aleutians East Borough,Johnson,0
02013,Aleutians East Borough,Obama,1
02013,Aleutians East Borough,Romney,30
02013,Aleutians East Borough,Stein,0
02013,Aleutians East Borough,Write-In,0
02050,Bethel Census Area,Johnson,3
02050,Bethel Census Area,Obama,53
02050,Bethel Census Area,Romney,17
02050,Bethel Census Area,Stein,0
02050,Bethel Census Area,Write-In,0
02164,Lake and Peninsula Borough,Johnson,0
02164,Lake and Peninsula Borough,Obama,0
02164,Lake and Peninsula Borough,Romney,14
02164,Lake and Peninsula Borough,Stein,1
02164,Lake and Peninsula Borough,Write-In,0
02050,Bethel Census Area,Johnson,4
02050,Bethel Census Area,Obama,55
02050,Bethel Census Area,Romney,19
02050,Bethel Census Area,Stein,2
02050,Bethel Census Area,Write-In,1
02013,Aleutians East Borough,Johnson,2
02013,Aleutians East Borough,Obama,56
02013,Aleutians East Borough,Romney,67
02013,Aleutians East Borough,Stein,1
02013,Aleutians East Borough,Write-In,0
02050,Bethel Census Area,Johnson,1
02050,Bethel Census Area,Obama,34
02050,Bethel Census Area,Romney,35
02050,Bethel Census Area,Stein,2
02050,Bethel Census Area,Write-In,0
02164,Lake and Peninsula Borough,Johnson,2
02164,Lake and Peninsula Borough,Obama,17
02164,Lake and Peninsula Borough,Romney,13
02164,Lake and Peninsula Borough,Stein,0
02164,Lake and Peninsula Borough,Write-In,0
02050,Bethel Census Area,Johnson,2
02050,Bethel Census Area,Obama,75
02050,Bethel Census Area,Romney,35
02050,Bethel Census Area,Stein,2
02050,Bethel Census Area,Write-In,1
02013,Aleutians East Borough,Johnson,7
02013,Aleutians East Borough,Obama,71
02013,Aleutians East Borough,Romney,95
02013,Aleutians East Borough,Stein,1
02013,Aleutians East Borough,Write-In,0
02013,Aleutians East Borough,Johnson,0
02013,Aleutians East Borough,Obama,20
02013,Aleutians East Borough,Romney,11
02013,Aleutians East Borough,Stein,0
02013,Aleutians East Borough,Write-In,1
02016,Aleutians West Census Area,Johnson,4
02016,Aleutians West Census Area,Obama,103
02016,Aleutians West Census Area,Romney,18
02016,Aleutians West Census Area,Stein,0
02016,Aleutians West Census Area,Write-In,0
02070,Dillingham Census Area,Johnson,8
02070,Dillingham Census Area,Obama,102
02070,Dillingham Census Area,Romney,75
02070,Dillingham Census Area,Stein,3
02070,Dillingham Census Area,Write-In,2
,Absentee/Early/Question,Johnson,9
,Absentee/Early/Question,Obama,417
,Absentee/Early/Question,Romney,272
,Absentee/Early/Question,Stein,11
,Absentee/Early/Question,Write-In,3
,Absentee/Early/Question,Johnson,0
,Absentee/Early/Question,Obama,0
,Absentee/Early/Question,Romney,0
,Absentee/Early/Question,Stein,0
,Absentee/Early/Question,Write-In,0
,Absentee/Early/Question,Johnson,9
,Absentee/Early/Question,Obama,206
,Absentee/Early/Question,Romney,149
,Absentee/Early/Question,Stein,6
,Absentee/Early/Question,Write-In,2
02068,Denali Borough,Johnson,3
02068,Denali Borough,Obama,15
02068,Denali Borough,Romney,56
02068,Denali Borough,Stein,0
02068,Denali Borough,Write-In,1
02068,Denali Borough,Johnson,1
02068,Denali Borough,Obama,36
02068,Denali Borough,Romney,46
02068,Denali Borough,Stein,1
02068,Denali Borough,Write-In,1
02290,Yukon-Koyukuk Census Area,Johnson,3
02290,Yukon-Koyukuk Census Area,Obama,21
02290,Yukon-Koyukuk Census Area,Romney,40
02290,Yukon-Koyukuk Census Area,Stein,0
02290,Yukon-Koyukuk Census Area,Write-In,0
02068,Denali Borough,Johnson,1
02068,Denali Borough,Obama,86
02068,Denali Borough,Romney,8
02068,Denali Borough,Stein,6
02068,Denali Borough,Write-In,0
02090,Fairbanks North Star Borough,Johnson,20
02090,Fairbanks North Star Borough,Obama,318
02090,Fairbanks North Star Borough,Romney,196
02090,Fairbanks North Star Borough,Stein,13
02090,Fairbanks North Star Borough,Write-In,9
02090,Fairbanks North Star Borough,Johnson,20
02090,Fairbanks North Star Borough,Obama,268
02090,Fairbanks North Star Borough,Romney,181
02090,Fairbanks North Star Borough,Stein,11
02090,Fairbanks North Star Borough,Write-In,12
02090,Fairbanks North Star Borough,Johnson,36
02090,Fairbanks North Star Borough,Obama,403
02090,Fairbanks North Star Borough,Romney,207
02090,Fairbanks North Star Borough,Stein,22
02090,Fairbanks North Star Borough,Write-In,11
02290,Yukon-Koyukuk Census Area,Johnson,3
02290,Yukon-Koyukuk Census Area,Obama,28
02290,Yukon-Koyukuk Census Area,Romney,21
02290,Yukon-Koyukuk Census Area,Stein,1
02290,Yukon-Koyukuk Census Area,Write-In,0
02068,Denali Borough,Johnson,6
02068,Denali Borough,Obama,151
02068,Denali Borough,Romney,190
02068,Denali Borough,Stein,9
02068,Denali Borough,Write-In,1
02290,Yukon-Koyukuk Census Area,Johnson,0
02290,Yukon-Koyukuk Census Area,Obama,19
02290,Yukon-Koyukuk Census Area,Romney,30
02290,Yukon-Koyukuk Census Area,Stein,0
02290,Yukon-Koyukuk Census Area,Write-In,0
02290,Yukon-Koyukuk Census Area,Johnson,5
02290,Yukon-Koyukuk Census Area,Obama,52
02290,Yukon-Koyukuk Census Area,Romney,57
02290,Yukon-Koyukuk Census Area,Stein,0
02290,Yukon-Koyukuk Census Area,Write-In,1
02290,Yukon-Koyukuk Census Area,Johnson,5
02290,Yukon-Koyukuk Census Area,Obama,38
02290,Yukon-Koyukuk Census Area,Romney,11
02290,Yukon-Koyukuk Census Area,Stein,2
02290,Yukon-Koyukuk Census Area,Write-In,0
02290,Yukon-Koyukuk Census Area,Johnson,12
02290,Yukon-Koyukuk Census Area,Obama,91
02290,Yukon-Koyukuk Census Area,Romney,164
02290,Yukon-Koyukuk Census Area,Stein,5
02290,Yukon-Koyukuk Census Area,Write-In,6
02290,Yukon-Koyukuk Census Area,Johnson,2
02290,Yukon-Koyukuk Census Area,Obama,31
02290,Yukon-Koyukuk Census Area,Romney,14
02290,Yukon-Koyukuk Census Area,Stein,0
02290,Yukon-Koyukuk Census Area,Write-In,0
02290,Yukon-Koyukuk Census Area,Johnson,1
02290,Yukon-Koyukuk Census Area,Obama,36
02290,Yukon-Koyukuk Census Area,Romney,7
02290,Yukon-Koyukuk Census Area,Stein,0
02290,Yukon-Koyukuk Census Area,Write-In,2
02290,Yukon-Koyukuk Census Area,Johnson,1
02290,Yukon-Koyukuk Census Area,Obama,78
02290,Yukon-Koyukuk Census Area,Romney,10
02290,Yukon-Koyukuk Census Area,Stein,0
02290,Yukon-Koyukuk Census Area,Write-In,0
02290,Yukon-Koyukuk Census Area,Johnson,0
02290,Yukon-Koyukuk Census Area,Obama,3
02290,Yukon-Koyukuk Census Area,Romney,9
02290,Yukon-Koyukuk Census Area,Stein,0
02290,Yukon-Koyukuk Census Area,Write-In,0
02090,Fairbanks North Star Borough,Johnson,10
02090,Fairbanks North Star Borough,Obama,185
02090,Fairbanks North Star Borough,Romney,99
02090,Fairbanks North Star Borough,Stein,15
02090,Fairbanks North Star Borough,Write-In,4
02270,Wade Hampton Census Area,Johnson,0
02270,Wade Hampton Census Area,Obama,111
02270,Wade Hampton Census Area,Romney,27
02270,Wade Hampton Census Area,Stein,1
02270,Wade Hampton Census Area,Write-In,0
02270,Wade Hampton Census Area,Johnson,1
02270,Wade Hampton Census Area,Obama,149
02270,Wade Hampton Census Area,Romney,23
02270,Wade Hampton Census Area,Stein,0
02270,Wade Hampton Census Area,Write-In,0
02270,Wade Hampton Census Area,Johnson,3
02270,Wade Hampton Census Area,Obama,132
02270,Wade Hampton Census Area,Romney,3
02270,Wade Hampton Census Area,Stein,44
02270,Wade Hampton Census Area,Write-In,1
02270,Wade Hampton Census Area,Johnson,3
02270,Wade Hampton Census Area,Obama,183
02270,Wade Hampton Census Area,Romney,31
02270,Wade Hampton Census Area,Stein,4
02270,Wade Hampton Census Area,Write-In,0
02270,Wade Hampton Census Area,Johnson,4
02270,Wade Hampton Census Area,Obama,93
02270,Wade Hampton Census Area,Romney,19
02270,Wade Hampton Census Area,Stein,1
02270,Wade Hampton Census Area,Write-In,0
02270,Wade Hampton Census Area,Johnson,2
02270,Wade Hampton Census Area,Obama,74
02270,Wade Hampton Census Area,Romney,19
02270,Wade Hampton Census Area,Stein,2
02270,Wade Hampton Census Area,Write-In,0
02270,Wade Hampton Census Area,Johnson,5
02270,Wade Hampton Census Area,Obama,112
02270,Wade Hampton Census Area,Romney,55
02270,Wade Hampton Census Area,Stein,6
02270,Wade Hampton Census Area,Write-In,0
02270,Wade Hampton Census Area,Johnson,1
02270,Wade Hampton Census Area,Obama,45
02270,Wade Hampton Census Area,Romney,4
02270,Wade Hampton Census Area,Stein,2
02270,Wade Hampton Census Area,Write-In,0
02270,Wade Hampton Census Area,Johnson,1
02270,Wade Hampton Census Area,Obama,126
02270,Wade Hampton Census Area,Romney,38
02270,Wade Hampton Census Area,Stein,1
02270,Wade Hampton Census Area,Write-In,0
02270,Wade Hampton Census Area,Johnson,2
02270,Wade Hampton Census Area,Obama,105
02270,Wade Hampton Census Area,Romney,15
02270,Wade Hampton Census Area,Stein,0
02270,Wade Hampton Census Area,Write-In,0
02270,Wade Hampton Census Area,Johnson,2
02270,Wade Hampton Census Area,Obama,104
02270,Wade Hampton Census Area,Romney,14
02270,Wade Hampton Census Area,Stein,0
02270,Wade Hampton Census Area,Write-In,1
,Absentee/Early/Question,Johnson,18
,Absentee/Early/Question,Obama,518
,Absentee/Early/Question,Romney,435
,Absentee/Early/Question,Stein,29
,Absentee/Early/Question,Write-In,9
,Absentee/Early/Question,Johnson,6
,Absentee/Early/Question,Obama,257
,Absentee/Early/Question,Romney,99
,Absentee/Early/Question,Stein,9
,Absentee/Early/Question,Write-In,2
,Absentee/Early/Question,Johnson,13
,Absentee/Early/Question,Obama,233
,Absentee/Early/Question,Romney,131
,Absentee/Early/Question,Stein,13
,Absentee/Early/Question,Write-In,6
02290,Yukon-Koyukuk Census Area,Johnson,0
02290,Yukon-Koyukuk Census Area,Obama,35
02290,Yukon-Koyukuk Census Area,Romney,8
02290,Yukon-Koyukuk Census Area,Stein,1
02290,Yukon-Koyukuk Census Area,Write-In,0
02290,Yukon-Koyukuk Census Area,Johnson,0
02290,Yukon-Koyukuk Census Area,Obama,50
02290,Yukon-Koyukuk Census Area,Romney,0
02290,Yukon-Koyukuk Census Area,Stein,1
02290,Yukon-Koyukuk Census Area,Write-In,0
02290,Yukon-Koyukuk Census Area,Johnson,1
02290,Yukon-Koyukuk Census Area,Obama,22
02290,Yukon-Koyukuk Census Area,Romney,5
02290,Yukon-Koyukuk Census Area,Stein,0
02290,Yukon-Koyukuk Census Area,Write-In,0
02290,Yukon-Koyukuk Census Area,Johnson,1
02290,Yukon-Koyukuk Census Area,Obama,6
02290,Yukon-Koyukuk Census Area,Romney,7
02290,Yukon-Koyukuk Census Area,Stein,0
02290,Yukon-Koyukuk Census Area,Write-In,0
02122,Kenai Peninsula Borough,Johnson,3
02122,Kenai Peninsula Borough,Obama,8
02122,Kenai Peninsula Borough,Romney,30
02122,Kenai Peninsula Borough,Stein,2
02122,Kenai Peninsula Borough,Write-In,0
02261,Valdez-Cordova Census Area,Johnson,5
02261,Valdez-Cordova Census Area,Obama,18
02261,Valdez-Cordova Census Area,Romney,63
02261,Valdez-Cordova Census Area,Stein,2
02261,Valdez-Cordova Census Area,Write-In,2
02290,Yukon-Koyukuk Census Area,Johnson,0
02290,Yukon-Koyukuk Census Area,Obama,22
02290,Yukon-Koyukuk Census Area,Romney,11
02290,Yukon-Koyukuk Census Area,Stein,0
02290,Yukon-Koyukuk Census Area,Write-In,0
02261,Valdez-Cordova Census Area,Johnson,9
02261,Valdez-Cordova Census Area,Obama,56
02261,Valdez-Cordova Census Area,Romney,176
02261,Valdez-Cordova Census Area,Stein,3
02261,Valdez-Cordova Census Area,Write-In,2
02240,Southeast Fairbanks Census Area,Johnson,2
02240,Southeast Fairbanks Census Area,Obama,5
02240,Southeast Fairbanks Census Area,Romney,37
02240,Southeast Fairbanks Census Area,Stein,0
02240,Southeast Fairbanks Census Area,Write-In,1
02290,Yukon-Koyukuk Census Area,Johnson,3
02290,Yukon-Koyukuk Census Area,Obama,25
02290,Yukon-Koyukuk Census Area,Romney,61
02290,Yukon-Koyukuk Census Area,Stein,0
02290,Yukon-Koyukuk Census Area,Write-In,0
02290,Yukon-Koyukuk Census Area,Johnson,0
02290,Yukon-Koyukuk Census Area,Obama,155
02290,Yukon-Koyukuk Census Area,Romney,35
02290,Yukon-Koyukuk Census Area,Stein,2
02290,Yukon-Koyukuk Census Area,Write-In,0
02261,Valdez-Cordova Census Area,Johnson,0
02261,Valdez-Cordova Census Area,Obama,35
02261,Valdez-Cordova Census Area,Romney,71
02261,Valdez-Cordova Census Area,Stein,0
02261,Valdez-Cordova Census Area,Write-In,0
02290,Yukon-Koyukuk Census Area,Johnson,5
02290,Yukon-Koyukuk Census Area,Obama,89
02290,Yukon-Koyukuk Census Area,Romney,81
02290,Yukon-Koyukuk Census Area,Stein,2
02290,Yukon-Koyukuk Census Area,Write-In,0
02290,Yukon-Koyukuk Census Area,Johnson,3
02290,Yukon-Koyukuk Census Area,Obama,32
02290,Yukon-Koyukuk Census Area,Romney,7
02290,Yukon-Koyukuk Census Area,Stein,0
02290,Yukon-Koyukuk Census Area,Write-In,0
02290,Yukon-Koyukuk Census Area,Johnson,1
02290,Yukon-Koyukuk Census Area,Obama,77
02290,Yukon-Koyukuk Census Area,Romney,22
02290,Yukon-Koyukuk Census Area,Stein,0
02290,Yukon-Koyukuk Census Area,Write-In,0
02290,Yukon-Koyukuk Census Area,Johnson,1
02290,Yukon-Koyukuk Census Area,Obama,48
02290,Yukon-Koyukuk Census Area,Romney,9
02290,Yukon-Koyukuk Census Area,Stein,0
02290,Yukon-Koyukuk Census Area,Write-In,0
02261,Valdez-Cordova Census Area,Johnson,6
02261,Valdez-Cordova Census Area,Obama,37
02261,Valdez-Cordova Census Area,Romney,89
02261,Valdez-Cordova Census Area,Stein,1
02261,Valdez-Cordova Census Area,Write-In,3
02290,Yukon-Koyukuk Census Area,Johnson,2
02290,Yukon-Koyukuk Census Area,Obama,32
02290,Yukon-Koyukuk Census Area,Romney,2
02290,Yukon-Koyukuk Census Area,Stein,1
02290,Yukon-Koyukuk Census Area,Write-In,0
02261,Valdez-Cordova Census Area,Johnson,3
02261,Valdez-Cordova Census Area,Obama,23
02261,Valdez-Cordova Census Area,Romney,11
02261,Valdez-Cordova Census Area,Stein,1
02261,Valdez-Cordova Census Area,Write-In,0
02261,Valdez-Cordova Census Area,Johnson,1
02261,Valdez-Cordova Census Area,Obama,42
02261,Valdez-Cordova Census Area,Romney,20
02261,Valdez-Cordova Census Area,Stein,0
02261,Valdez-Cordova Census Area,Write-In,0
02290,Yukon-Koyukuk Census Area,Johnson,0
02290,Yukon-Koyukuk Census Area,Obama,57
02290,Yukon-Koyukuk Census Area,Romney,20
02290,Yukon-Koyukuk Census Area,Stein,2
02290,Yukon-Koyukuk Census Area,Write-In,1
02290,Yukon-Koyukuk Census Area,Johnson,1
02290,Yukon-Koyukuk Census Area,Obama,14
02290,Yukon-Koyukuk Census Area,Romney,0
02290,Yukon-Koyukuk Census Area,Stein,0
02290,Yukon-Koyukuk Census Area,Write-In,0
02240,Southeast Fairbanks Census Area,Johnson,2
02240,Southeast Fairbanks Census Area,Obama,36
02240,Southeast Fairbanks Census Area,Romney,4
02240,Southeast Fairbanks Census Area,Stein,0
02240,Southeast Fairbanks Census Area,Write-In,1
02240,Southeast Fairbanks Census Area,Johnson,0
02240,Southeast Fairbanks Census Area,Obama,25
02240,Southeast Fairbanks Census Area,Romney,2
02240,Southeast Fairbanks Census Area,Stein,0
02240,Southeast Fairbanks Census Area,Write-In,0
02261,Valdez-Cordova Census Area,Johnson,19
02261,Valdez-Cordova Census Area,Obama,130
02261,Valdez-Cordova Census Area,Romney,318
02261,Valdez-Cordova Census Area,Stein,5
02261,Valdez-Cordova Census Area,Write-In,10
02290,Yukon-Koyukuk Census Area,Johnson,1
02290,Yukon-Koyukuk Census Area,Obama,49
02290,Yukon-Koyukuk Census Area,Romney,4
02290,Yukon-Koyukuk Census Area,Stein,0
02290,Yukon-Koyukuk Census Area,Write-In,0
02180,Nome Census Area,Johnson,3
02180,Nome Census Area,Obama,78
02180,Nome Census Area,Romney,21
02180,Nome Census Area,Stein,1
02180,Nome Census Area,Write-In,2
02180,Nome Census Area,Johnson,0
02180,Nome Census Area,Obama,15
02180,Nome Census Area,Romney,9
02180,Nome Census Area,Stein,0
02180,Nome Census Area,Write-In,0
02180,Nome Census Area,Johnson,6
02180,Nome Census Area,Obama,74
02180,Nome Census Area,Romney,20
02180,Nome Census Area,Stein,3
02180,Nome Census Area,Write-In,0
02180,Nome Census Area,Johnson,4
02180,Nome Census Area,Obama,114
02180,Nome Census Area,Romney,32
02180,Nome Census Area,Stein,0
02180,Nome Census Area,Write-In,1
02180,Nome Census Area,Johnson,2
02180,Nome Census Area,Obama,52
02180,Nome Census Area,Romney,21
02180,Nome Census Area,Stein,0
02180,Nome Census Area,Write-In,1
02180,Nome Census Area,Johnson,1
02180,Nome Census Area,Obama,75
02180,Nome Census Area,Romney,23
02180,Nome Census Area,Stein,1
02180,Nome Census Area,Write-In,0
02180,Nome Census Area,Johnson,9
02180,Nome Census Area,Obama,257
02180,Nome Census Area,Romney,181
02180,Nome Census Area,Stein,9
02180,Nome Census Area,Write-In,3
02180,Nome Census Area,Johnson,17
02180,Nome Census Area,Obama,364
02180,Nome Census Area,Romney,221
02180,Nome Census Area,Stein,15
02180,Nome Census Area,Write-In,6
02180,Nome Census Area,Johnson,8
02180,Nome Census Area,Obama,191
02180,Nome Census Area,Romney,32
02180,Nome Census Area,Stein,0
02180,Nome Census Area,Write-In,0
02180,Nome Census Area,Johnson,3
02180,Nome Census Area,Obama,57
02180,Nome Census Area,Romney,20
02180,Nome Census Area,Stein,2
02180,Nome Census Area,Write-In,0
02180,Nome Census Area,Johnson,1
02180,Nome Census Area,Obama,154
02180,Nome Census Area,Romney,36
02180,Nome Census Area,Stein,3
02180,Nome Census Area,Write-In,0
02180,Nome Census Area,Johnson,4
02180,Nome Census Area,Obama,42
02180,Nome Census Area,Romney,19
02180,Nome Census Area,Stein,2
02180,Nome Census Area,Write-In,0
02180,Nome Census Area,Johnson,3
02180,Nome Census Area,Obama,61
02180,Nome Census Area,Romney,30
02180,Nome Census Area,Stein,3
02180,Nome Census Area,Write-In,0
02180,Nome Census Area,Johnson,5
02180,Nome Census Area,Obama,43
02180,Nome Census Area,Romney,13
02180,Nome Census Area,Stein,0
02180,Nome Census Area,Write-In,0
02180,Nome Census Area,Johnson,6
02180,Nome Census Area,Obama,163
02180,Nome Census Area,Romney,89
02180,Nome Census Area,Stein,3
02180,Nome Census Area,Write-In,7
02180,Nome Census Area,Johnson,5
02180,Nome Census Area,Obama,44
02180,Nome Census Area,Romney,7
02180,Nome Census Area,Stein,3
02180,Nome Census Area,Write-In,1
02180,Nome Census Area,Johnson,3
02180,Nome Census Area,Obama,42
02180,Nome Census Area,Romney,18
02180,Nome Census Area,Stein,2
02180,Nome Census Area,Write-In,0
,Absentee/Early/Question,Johnson,41
,Absentee/Early/Question,Obama,356
,Absentee/Early/Question,Romney,508
,Absentee/Early/Question,Stein,15
,Absentee/Early/Question,Write-In,9
,Absentee/Early/Question,Johnson,3
,Absentee/Early/Question,Obama,142
,Absentee/Early/Question,Romney,78
,Absentee/Early/Question,Stein,2
,Absentee/Early/Question,Write-In,3
,Absentee/Early/Question,Johnson,6
,Absentee/Early/Question,Obama,193
,Absentee/Early/Question,Romney,95
,Absentee/Early/Question,Stein,5
,Absentee/Early/Question,Write-In,5
02188,Northwest Arctic Borough,Johnson,1
02188,Northwest Arctic Borough,Obama,60
02188,Northwest Arctic Borough,Romney,15
02188,Northwest Arctic Borough,Stein,2
02188,Northwest Arctic Borough,Write-In,0
02185,North Slope Borough,Johnson,0
02185,North Slope Borough,Obama,63
02185,North Slope Borough,Romney,23
02185,North Slope Borough,Stein,2
02185,North Slope Borough,Write-In,1
02185,North Slope Borough,Johnson,1
02185,North Slope Borough,Obama,37
02185,North Slope Borough,Romney,15
02185,North Slope Borough,Stein,2
02185,North Slope Borough,Write-In,0
02185,North Slope Borough,Johnson,8
02185,North Slope Borough,Obama,242
02185,North Slope Borough,Romney,112
02185,North Slope Borough,Stein,5
02185,North Slope Borough,Write-In,5
02185,North Slope Borough,Johnson,11
02185,North Slope Borough,Obama,501
02185,North Slope Borough,Romney,231
02185,North Slope Borough,Stein,11
02185,North Slope Borough,Write-In,14
02188,Northwest Arctic Borough,Johnson,4
02188,Northwest Arctic Borough,Obama,74
02188,Northwest Arctic Borough,Romney,12
02188,Northwest Arctic Borough,Stein,1
02188,Northwest Arctic Borough,Write-In,0
02188,Northwest Arctic Borough,Johnson,1
02188,Northwest Arctic Borough,Obama,29
02188,Northwest Arctic Borough,Romney,4
02188,Northwest Arctic Borough,Stein,0
02188,Northwest Arctic Borough,Write-In,0
02185,North Slope Borough,Johnson,2
02185,North Slope Borough,Obama,54
02185,North Slope Borough,Romney,28
02185,North Slope Borough,Stein,1
02185,North Slope Borough,Write-In,1
02188,Northwest Arctic Borough,Johnson,0
02188,Northwest Arctic Borough,Obama,51
02188,Northwest Arctic Borough,Romney,26
02188,Northwest Arctic Borough,Stein,0
